dataset,class_name,prompt,content,sentence_count
CUB,black footed albatross,"Use 10 sentences to describe the what the black footed albatross looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross is a large seabird characterized by its predominantly dark plumage.</sentence>
<sentence>Its body feathers, wings, and tail are a uniform sooty black or dark brown.</sentence>
<sentence>In contrast to its dark body, its feet are distinctively black, giving the bird its common name.</sentence>
<sentence>The undersides of its wings are also dark, though sometimes a lighter patch can be visible in certain lighting.</sentence>
<sentence>Its head is the same dark color as its body, sometimes appearing slightly lighter around the face.</sentence>
<sentence>The bill is robust and hooked, typically a dull grey or black color, adapted for catching fish and squid.</sentence>
<sentence>Juvenile birds may show some paler mottling or a slight white area around the vent, but they are still largely dark.</sentence>
<sentence>The eyes are dark and beady, providing excellent vision for spotting prey in the vast ocean.</sentence>
<sentence>When in flight, its long, narrow wings are a prominent feature, allowing for effortless gliding over long distances.</sentence>
<sentence>Overall, the black-footed albatross presents a striking, uniformly dark silhouette against the ocean sky.</sentence>",10
CUB,black footed albatross,"Use 10 sentences to describe the the appearance of the black footed albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross is a large seabird with a striking, predominantly dark plumage.</sentence>
<sentence>Its body, wings, and tail feathers are a deep sooty brown, almost appearing black in certain lighting.</sentence>
<sentence>A key distinguishing feature is its bill, which is sturdy, hooked, and entirely black.</sentence>
<sentence>The legs and feet of this albatross are also entirely black, hence its descriptive name.</sentence>
<sentence>Adults possess a subtle paler tone on their underwings, particularly noticeable during flight.</sentence>
<sentence>Their eyes are dark and beady, set within their dark facial plumage.</sentence>
<sentence>When in flight, their long, narrow wings create a silhouette that is very characteristic of albatrosses.</sentence>
<sentence>Young black-footed albatrosses are very similar in appearance to adults, also exhibiting dark plumage.</sentence>
<sentence>They have a robust build, indicative of their powerful wing structure designed for long-distance soaring.</sentence>
<sentence>Overall, their appearance is one of dark, elegant mastery of the ocean winds.</sentence>",10
CUB,black footed albatross,"Use 10 sentences to describe the the color of the black footed albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross is predominantly cloaked in a deep, velvety black.</sentence>
<sentence>This dark coloration extends across its entire body, from its head to its tail.</sentence>
<sentence>The wings, when folded, appear as extensions of this abyssal hue.</sentence>
<sentence>Even the undersides of its wings are a uniform and striking black.</sentence>
<sentence>However, a subtle contrast emerges around its eyes, often appearing a slightly lighter shade against the dark facial feathers.</sentence>
<sentence>Its feet, which give it its name, are a distinct, dark purplish-black.</sentence>
<sentence>The beak, while appearing black from a distance, can sometimes show hints of dark gray or even a very deep horn color up close.</sentence>
<sentence>The overall impression is one of understated elegance, a bird blending seamlessly with the dark expanse of the ocean.</sentence>
<sentence>There are no significant color patterns or markings that break the uniform blackness of its plumage.</sentence>
<sentence>This consistent black coloration provides excellent camouflage against the dark waters it frequents.</sentence>",10
CUB,black footed albatross,"Use 10 sentences to describe the the pattern of the black footed albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross exhibits a dark, uniform plumage across its body, excluding white undertail coverts.</sentence>
<sentence>Its wings are long and narrow, with black undersides and darker feather shafts.</sentence>
<sentence>The bill is a notable dark color, often appearing black or dark gray, and is equipped with a prominent hook at the tip.</sentence>
<sentence>Distinguishing marks are minimal, contributing to its generally uniform appearance, especially from a distance.</sentence>
<sentence>Juveniles often have a somewhat paler tone to their feathers, particularly on the head and neck, which gradually darkens with age.</sentence>
<sentence>The feet, from which it derives its name, are dark in color, typically black or gray.</sentence>
<sentence>When soaring, the albatross's expansive wingspan creates a striking silhouette against the sky.</sentence>
<sentence>In flight, the upper wing surfaces are largely uniform dark brown, sometimes with subtle paler areas near the body.</sentence>
<sentence>The tail is relatively short and squared at the end, continuing the overall dark coloration of the body.</sentence>
<sentence>Overall, the black-footed albatross's pattern is one of subdued, dark elegance, adapted for long-distance oceanic travel.</sentence>",10
CUB,black footed albatross,"Use 10 sentences to describe the the shape of the black footed albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross possesses a robust, torpedo-shaped body, ideal for cutting through the ocean air.</sentence>
<sentence>Its silhouette is dominated by enormous, broad wings, which can span up to seven feet, enabling effortless gliding over vast distances.</sentence>
<sentence>These wings are relatively narrow at the body and taper to pointed tips, giving them an almost scythe-like appearance when in flight.</sentence>
<sentence>The tail is moderately long and rounded, providing stability and maneuverability in the challenging marine environment.</sentence>
<sentence>Its head is proportionally large and somewhat rounded, housing dark, keen eyes that are adapted for spotting prey far below the surface.</sentence>
<sentence>The bill is large, strong, and hooked at the tip, a formidable tool for capturing and consuming fish and squid.</sentence>
<sentence>While in the air, its body appears compact and streamlined, minimizing drag as it soars.</sentence>
<sentence>On land or at rest, its posture is often upright and rather stately, supported by thick, webbed feet that are distinctly black.</sentence>
<sentence>The overall impression is one of powerful, avian engineering, built for endurance and efficient aerial navigation.</sentence>
<sentence>From every angle, its form speaks of a life spent mastering the skies and seas.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the what the laysan albatross looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Laysan Albatross is a medium-sized seabird, primarily recognized for its striking white and gray plumage.</sentence>
<sentence>Its body is predominantly a clean, bright white, extending from its chest and belly upwards.</sentence>
<sentence>The back and the upper wings of the Laysan Albatross are a contrasting dusky gray.</sentence>
<sentence>A distinctive feature is its dark gray wingtips, which are visible during flight.</sentence>
<sentence>The head of this albatross is also white, often appearing pristine against its darker eyes.</sentence>
<sentence>It possesses a relatively large, robust bill that is a pale yellowish-horn color.</sentence>
<sentence>The bill is equipped with a sharp, dark tip on its upper mandible, aiding in prey capture.</sentence>
<sentence>Its legs are short and appear pinkish-gray in color.</sentence>
<sentence>In flight, the Laysan Albatross exhibits a graceful silhouette with long, narrow wings that span from tip to tip.</sentence>
<sentence>Juveniles share many of these characteristics, though they may have slightly duller coloration and less defined markings.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the the appearance of the laysan albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Laysan Albatross is a large seabird with a striking and distinctive appearance.</sentence>
<sentence>Its most prominent feature is its almost entirely white body, including its head, neck, and underparts.</sentence>
<sentence>A contrasting dark gray to black mantle covers its back.</sentence>
<sentence>The wings of the Laysan Albatross are long and narrow, primarily black on the upper surface and edged with white on the underside.</sentence>
<sentence>These wings are perfectly adapted for soaring effortlessly over vast ocean distances.</sentence>
<sentence>Its eyes are a dark, beady black, giving it an alert and intelligent gaze.</sentence>
<sentence>The bill is a pale pinkish-yellow, relatively large and hooked at the tip, ideal for catching fish and squid.</sentence>
<sentence>Its legs are a pinkish color and are set quite far back on its body, which makes them awkward for walking on land.</sentence>
<sentence>Adult Laysan Albatrosses typically have a wingspan of around two meters.</sentence>
<sentence>The overall impression is one of elegance and grace, a bird built for a life at sea.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the the color of the laysan albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Laysan albatross exhibits a primarily elegant and understated coloration.</sentence>
<sentence>Its back and wings are a deep, dusky brown, providing camouflage against the ocean's surface.</sentence>
<sentence>The head is a lighter shade of brown, almost like a soft mocha.</sentence>
<sentence>A distinctive feature is the stark white rump that stands out against the darker plumage.</sentence>
<sentence>The underparts, including the belly and breast, are a clean and bright white, creating a striking contrast.</sentence>
<sentence>This white extends up to the throat and chin, giving it a clean, well-defined appearance.</sentence>
<sentence>The long, slender wings are predominantly dark brown, with subtle lighter edges that can be visible in certain light.</sentence>
<sentence>Their legs and feet are typically a pale flesh color or pinkish-grey.</sentence>
<sentence>The bill is usually a dark horn color, often with hints of grey or black.</sentence>
<sentence>Overall, the Laysan albatross presents a palette of muted browns and brilliant whites, perfectly adapted for its pelagic existence.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the the pattern of the laysan albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Laysan albatrosses exhibit a highly predictable breeding pattern, returning to their colony sites annually.</sentence>
<sentence>These birds typically arrive back at their nesting grounds in late October or early November.</sentence>
<sentence>Courtship rituals, involving elaborate dances and vocalizations, begin shortly after arrival.</sentence>
<sentence>Egg laying occurs in late November or December, with each female laying a single egg.</sentence>
<sentence>Incubation is a shared responsibility, with both parents taking turns incubating the egg for roughly 65 days.</sentence>
<sentence>Chicks hatch in January or February and remain in the nest for approximately five months.</sentence>
<sentence>During this chick-rearing period, adults make long foraging trips to gather food for their young.</sentence>
<sentence>Fledging, the departure of young albatrosses from the nest, usually takes place in July or August.</sentence>
<sentence>After fledging, the young birds spend several years at sea, returning to land to breed only when they reach maturity.</sentence>
<sentence>This cycle of arrival, breeding, and departure forms a consistent and vital part of the Laysan albatross's life history.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the the shape of the laysan albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Laysan Albatross possesses a slender and aerodynamic body shape, perfectly adapted for its pelagic lifestyle.</sentence>
<sentence>Its most striking feature is its exceptionally long and narrow wingspan, which can reach over seven feet.</sentence>
<sentence>These wings are stiff and provide excellent lift, allowing for effortless gliding over vast ocean distances.</sentence>
<sentence>The body itself is relatively small and streamlined, tapering towards the tail.</sentence>
<sentence>Its head is proportionally large with a prominent, hooked bill, a characteristic feature of many albatross species.</sentence>
<sentence>The legs are short and set far back on the body, which assists in efficient flight but makes walking on land somewhat awkward.</sentence>
<sentence>When in flight, the albatross often holds its wings slightly bowed, creating a graceful, almost ethereal silhouette against the sky.</sentence>
<sentence>At rest, it tucks its wings tightly against its sides, appearing compact and streamlined.</sentence>
<sentence>The overall impression is one of elegant efficiency, a master of the aerial realm.</sentence>
<sentence>Its form speaks of a life spent soaring, banking, and diving over the open sea, a marvel of avian engineering.</sentence>",10
CUB,sooty albatross,"Use 10 sentences to describe the what the sooty albatross looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross is a medium-sized seabird with a generally dark and uniform appearance.</sentence>
<sentence>Its plumage is predominantly a dusky charcoal gray, almost black, giving it its common name.</sentence>
<sentence>There is very little to no distinct patterning or mottling on its body.</sentence>
<sentence>The head is rounded and smoothly blends into the neck, often appearing to have a slight ""hooded"" effect due to the uniform coloration.</sentence>
<sentence>Its beak is stout and hooked at the tip, a characteristic feature of albatrosses, and is typically dark in color.</sentence>
<sentence>The wings are long and narrow, designed for efficient gliding, and appear dark from above and below.</sentence>
<sentence>When perched, its legs and feet are usually a dusky or pinkish-gray.</sentence>
<sentence>The underside of the tail is the same dark color as the rest of its body, without any white markings.</sentence>
<sentence>Juvenile sooty albatrosses are often slightly paler than adults, but still maintain the overall dark, sooty hue.</sentence>
<sentence>The overall impression is one of a sleek, dark bird perfectly adapted for a life at sea.</sentence>",10
CUB,sooty albatross,"Use 10 sentences to describe the the appearance of the sooty albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross is a medium-sized seabird with a predominantly dark and smoky plumage.</sentence>
<sentence>Its feathers are typically a uniform, deep sooty-brown or blackish-grey across its back, wings, and head.</sentence>
<sentence>In stark contrast, its underside often exhibits a much paler, almost whitish or light grey coloration, creating a striking bicoloration.</sentence>
<sentence>The wings are long and narrow, characteristic of albatrosses, and appear exceptionally dark when in flight.</sentence>
<sentence>Its bill is robust and relatively short, usually a yellowish or greenish-grey hue, often tipped with a darker shade.</sentence>
<sentence>The legs and feet are typically grey or flesh-colored and are set far back on the body, adapted for swimming rather than walking.</sentence>
<sentence>Juveniles tend to be a slightly lighter brown than adults, with less defined contrasts between their upper and lower parts.</sentence>
<sentence>They possess dark eyes that are often not immediately noticeable against their dark facial plumage.</sentence>
<sentence>When soaring, the sooty albatross presents a silhouette that is sleek and impressive against the ocean backdrop.</sentence>
<sentence>The overall impression is one of a robust, dark bird perfectly suited to its pelagic existence.</sentence>",10
CUB,sooty albatross,"Use 10 sentences to describe the the color of the sooty albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross is aptly named for its predominant coloration.</sentence>
<sentence>Its plumage is a deep, rich black, reminiscent of freshly burnt charcoal.</sentence>
<sentence>This dark hue coats its entire body, from its head to the tips of its wings.</sentence>
<sentence>The effect is almost uniform, creating a silhouette of pure darkness against the sky.</sentence>
<sentence>However, upon closer inspection, subtle variations might be perceived.</sentence>
<sentence>The feathers might possess a slight sheen, catching the light at certain angles and revealing faint undertones.</sentence>
<sentence>Some might even describe a hint of a dark grey or a deep, muted brown within the blackness.</sentence>
<sentence>This is particularly true on older individuals whose feathers may have faded slightly from constant exposure to the elements.</sentence>
<sentence>The underside of its wings can sometimes appear a shade lighter, a dusky grey rather than true black.</sentence>
<sentence>Overall, the sooty albatross presents a striking and consistent image of deep, dark, sooty black.</sentence>",10
CUB,sooty albatross,"Use 10 sentences to describe the the pattern of the sooty albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross exhibits a predominantly dark plumage, which gives it its characteristic name.</sentence>
<sentence>Adult birds are almost entirely a deep, uniform sooty-brown or blackish-brown across their entire bodies.</sentence>
<sentence>This dark coloration extends from their head and nape to their underparts and tail.</sentence>
<sentence>There is very little, if any, contrasting white present on the body of an adult sooty albatross.</sentence>
<sentence>Juvenile sooty albatrosses are also dark, but may show slightly lighter brown tones in some areas.</sentence>
<sentence>Their wings are long and slender, and also share the same dark, sooty coloration as the rest of their body.</sentence>
<sentence>The underwings are typically a darker shade than the upperwings, but still within the sooty spectrum.</sentence>
<sentence>There are no prominent white markings on the face or around the eyes that are typical of some other albatross species.</sentence>
<sentence>The beak is usually dark and horn-colored, blending in with the overall somber appearance.</sentence>
<sentence>This consistent dark, sooty pattern helps these pelagic birds blend into the vast, dark ocean waters they inhabit.</sentence>",10
CUB,sooty albatross,"Use 10 sentences to describe the the shape of the sooty albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross possesses a slender, streamlined body, adapted for efficient flight.</sentence>
<sentence>Its wings are exceptionally long and narrow, giving it a distinctive, almost angelic silhouette at rest.</sentence>
<sentence>When in flight, these wings are typically held stiffly, arced slightly upwards to catch the wind.</sentence>
<sentence>The tail is generally long and somewhat pointed, aiding in maneuverability during aerial acrobatics.</sentence>
<sentence>Its head is proportionately small, with a well-defined neck.</sentence>
<sentence>The beak is relatively large and hooked, a characteristic tool for feeding at sea.</sentence>
<sentence>Legs are short and set far back on the body, making them appear somewhat awkward when walking on land.</sentence>
<sentence>The overall impression is one of elegant, airborne grace, built for traversing vast oceanic distances.</sentence>
<sentence>Compared to many seabirds, its body is less bulky, emphasizing its aerial prowess.</sentence>
<sentence>The stark contrast between its broad wingspan and its comparatively compact body defines its unique avian form.</sentence>",10
CUB,groove billed ani,"Use 10 sentences to describe the what the groove billed ani looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Groove-billed Ani is a striking black bird, notable for its unusually shaped bill.</sentence>
<sentence>Its plumage is a deep, iridescent black, which can appear almost purplish or bluish in direct sunlight.</sentence>
<sentence>The body of the Groove-billed Ani is slender and elongated, giving it an elegant silhouette.</sentence>
<sentence>Its most distinctive feature is its bill, which is massive and flattened sideways, resembling a ship's keel.</sentence>
<sentence>The upper mandible of the bill is significantly larger and curves downward, while the lower mandible is much smaller.</sentence>
<sentence>This unique bill is a dull gray or greenish-gray color.</sentence>
<sentence>The eyes of the Groove-billed Ani are typically a bright, piercing red or reddish-brown, providing a stark contrast to its dark plumage.</sentence>
<sentence>They possess long legs and feet, adapted for foraging on the ground.</sentence>
<sentence>The tail is also long and often fanned out slightly when the bird is perched or in flight.</sentence>
<sentence>Overall, its appearance is characterized by a combination of glossy black feathers and its remarkable, oversized bill.</sentence>",10
CUB,groove billed ani,"Use 10 sentences to describe the the appearance of the groove billed ani:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Groove-billed Ani is a medium-sized bird, approximately 13-16 inches long.</sentence>
<sentence>Its plumage is predominantly a glossy, iridescent black, appearing almost blue or purple in certain lights.</sentence>
<sentence>The feathers are often described as having a somewhat ruffled or shaggy appearance, particularly on the back and wings.</sentence>
<sentence>A distinctive feature is its large, heavy beak, which is a pale blue-gray color and has a prominent groove running along its upper mandible.</sentence>
<sentence>The eyes of the Groove-billed Ani are typically a dark, piercing color, often appearing black.</sentence>
<sentence>Its legs and feet are sturdy and dark gray, well-suited for walking and climbing.</sentence>
<sentence>The tail is long and somewhat squared off at the end, contributing to its overall elongated silhouette.</sentence>
<sentence>Juveniles may have slightly duller plumage than adults, with less pronounced iridescence.</sentence>
<sentence>Despite its dark coloration, the glossy sheen of its feathers can catch the sunlight, creating subtle flashes of color.</sentence>
<sentence>Overall, its appearance is somewhat ungainly, with a slender body perched on strong legs and topped by that remarkable, grooved beak.</sentence>",10
CUB,groove billed ani,"Use 10 sentences to describe the the color of the groove billed ani:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The groove-billed ani presents a striking, iridescent black plumage.</sentence>
<sentence>In bright sunlight, this black is far from flat, shimmering with hints of deep blue and purple.</sentence>
<sentence>The iridescence can shift and change depending on the angle of the light and the bird's movement.</sentence>
<sentence>Under dim light conditions, the color appears a more muted, velvety black.</sentence>
<sentence>There are no distinct patches of other colors on its body, head, or wings; the entire bird is enveloped in this dark hue.</sentence>
<sentence>The individual feathers often have a subtle sheen that contributes to the overall glossy appearance.</sentence>
<sentence>Even the legs and feet, though typically appearing dark, can exhibit a faint, deep purplish undertone.</sentence>
<sentence>The beak itself, while prominently grooved, is a dark gray, almost black, solidifying its dark coloration.</sentence>
<sentence>This dark, almost obsidian appearance helps it blend into the shadows and dense foliage it often inhabits.</sentence>
<sentence>Overall, the groove-billed ani is a master of shadowy elegance, draped in iridescent black.</sentence>",10
CUB,groove billed ani,"Use 10 sentences to describe the the pattern of the groove billed ani:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The groove-billed ani exhibits a predominantly black plumage, often with a glossy, iridescent sheen.</sentence>
<sentence>This iridescence can shift between shades of purple, blue, and green depending on the light.</sentence>
<sentence>Younger ani are a duller, more matte black, lacking the vibrant sheen of adults.</sentence>
<sentence>Their beaks are a distinctive pale horn color, a stark contrast to their dark bodies, and this is the feature that gives them their name.</sentence>
<sentence>The beak is notably deep and keeled, with a prominent groove running along its length.</sentence>
<sentence>This unique beak morphology is a defining characteristic for identification.</sentence>
<sentence>Their legs and feet are dark grey or black, suited for perching and foraging on the ground.</sentence>
<sentence>Their eyes are typically dark, sometimes appearing almost black.</sentence>
<sentence>While their overall color is consistent, slight variations in the intensity of their iridescence can occur.</sentence>
<sentence>The groove-billed ani's visual pattern is one of dark, somewhat iridescent bodies complemented by a striking, pale, grooved beak.</sentence>",10
