dataset,class_name,prompt,content,sentence_count
CUB,black footed albatross,"Use 10 sentences to describe the what the black footed albatross looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross is a large seabird with a wingspan that can reach up to seven feet.</sentence>
<sentence>Its plumage is predominantly a dark, sooty brown, almost black, hence its common name.</sentence>
<sentence>This uniform dark color extends to its head, body, and wings.</sentence>
<sentence>A distinguishing feature is its dark bill, which is stout and features a prominent hook at the tip.</sentence>
<sentence>Its legs and feet are also noticeably dark, a deep black or slate gray.</sentence>
<sentence>The eyes of the black-footed albatross are dark and appear small against its dark facial feathers.</sentence>
<sentence>Juvenile birds share the same dark coloration as adults, with no significant differences in plumage.</sentence>
<sentence>While the overall impression is dark, a closer look might reveal subtle variations in shade across its body.</sentence>
<sentence>The underwings are generally the same dark color as the rest of its body, contributing to its shadowy appearance in flight.</sentence>
<sentence>It lacks the bright white underparts or striking patterns seen in many other albatross species, making it quite uniform in appearance.</sentence>",10
CUB,black footed albatross,"Use 10 sentences to describe the the appearance of the black footed albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross is a large seabird with a predominantly dark plumage.</sentence>
<sentence>Its body, wings, and tail are a uniform dark brown or sooty black, with no significant white markings visible from a distance.</sentence>
<sentence>The feathers on its head are typically a slightly lighter shade of brown, giving a subtle contrast.</sentence>
<sentence>A distinctive feature is its black bill, which is stout and possesses a sharp, hooked tip, adapted for catching prey.</sentence>
<sentence>Its legs and feet are also black, contributing to its overall dark coloration.</sentence>
<sentence>When viewed from below, the underwing can appear a touch paler than the upperwing, but still largely dark.</sentence>
<sentence>Juveniles are very similar in appearance to adults, making it difficult to distinguish them by plumage alone.</sentence>
<sentence>Their wingspan is impressively large, often exceeding two meters, giving them a majestic presence in flight.</sentence>
<sentence>The eyes are dark and appear small against the dusky feathers of their face.</sentence>
<sentence>Overall, the black-footed albatross presents a sleek, uniformly dark profile against the vast ocean backdrop.</sentence>",10
CUB,black footed albatross,"Use 10 sentences to describe the the color of the black footed albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross is named for the defining characteristic of its feet, which are a dusky, dark gray.</sentence>
<sentence>Its plumage is predominantly a deep, rich brown, reminiscent of dark chocolate or strong coffee.</sentence>
<sentence>This dark coloration provides excellent camouflage against the vast, often unforgiving ocean.</sentence>
<sentence>The head and neck share the same somber brown hue as the body, creating a unified, monochrome appearance.</sentence>
<sentence>Occasionally, faint lighter mottling can be observed on the underwing coverts, particularly when the bird is in breeding plumage.</sentence>
<sentence>The bill is also dark, usually black or dark gray, and proportional to its large head.</sentence>
<sentence>Even the eyes of the black-footed albatross are a dark, beady brown, blending seamlessly with its head.</sentence>
<sentence>This absence of bright or contrasting colors contributes to its understated, yet striking, presence at sea.</sentence>
<sentence>The overall impression is one of a creature perfectly adapted to its oceanic environment, cloaked in shades of twilight and shadow.</sentence>
<sentence>While not a vibrant hue, the deep, consistent brown of the black-footed albatross is undeniably beautiful in its natural context.</sentence>",10
CUB,black footed albatross,"Use 10 sentences to describe the the pattern of the black footed albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross displays a remarkably uniform coloration across its body.</sentence>
<sentence>Its plumage is predominantly a dark, sooty brown, almost black, giving it its common name.</sentence>
<sentence>This deep brown extends from its head and back all the way down to its belly and undertail.</sentence>
<sentence>Even its wing feathers are a consistent dark shade, creating a sleek, uninterrupted silhouette in flight.</sentence>
<sentence>The only slight variation might be a subtle lightening on the underwing coverts in some individuals, but it remains very subdued.</sentence>
<sentence>Their bill is a dark horn color, often with a pale tip, which is a minor departure from the otherwise uniform darkness.</sentence>
<sentence>The legs and feet are also a dark gray or black, seamlessly blending with their lower body.</sentence>
<sentence>Young black-footed albatrosses can appear even darker than adults, sometimes lacking any discernible lighter markings.</sentence>
<sentence>This consistent dark coloration serves as effective camouflage against the often dark, open ocean waters they inhabit.</sentence>
<sentence>Overall, the pattern is one of unified, deep brown, a striking and simple design for this pelagic wanderer.</sentence>",10
CUB,black footed albatross,"Use 10 sentences to describe the the shape of the black footed albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The black-footed albatross is characterized by its remarkably long, narrow wingspan.</sentence>
<sentence>These wings, when stretched out, can reach impressive lengths, enabling effortless soaring over vast ocean distances.</sentence>
<sentence>Its body is relatively plump and robust, designed for sustained flight and buoyancy in the water.</sentence>
<sentence>The bird possesses a stout, moderately long bill, often dark in color, which it uses for foraging.</sentence>
<sentence>Its legs and feet are a distinctive dark gray or black, a feature that gives the species its name.</sentence>
<sentence>The tail is typically short and slightly rounded or wedge-shaped, aiding in aerial maneuverability.</sentence>
<sentence>Overall plumage is a dark, sooty brown, providing an almost uniform appearance from head to tail feathers.</sentence>
<sentence>The wings themselves are broad at the base, tapering to pointed tips, an ideal shape for gliding on wind currents.</sentence>
<sentence>In flight, it presents a silhouette of a dark, graceful aerial machine with an outstretched V-shape.</sentence>
<sentence>While not stream-lined like a torpedo, its form is perfectly adapted for its pelagic lifestyle.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the what the laysan albatross looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Laysan Albatross is a medium-sized seabird with a distinctive appearance.</sentence>
<sentence>Its most striking feature is its large, broad wingspan, which can stretch up to seven feet.</sentence>
<sentence>The upper surfaces of its wings are a dark gray, contrasting sharply with its predominantly white underwings.</sentence>
<sentence>Its body is mostly white, particularly the underside and the rump.</sentence>
<sentence>The head is also white, often with a slightly pale or dusky appearance.</sentence>
<sentence>A notable characteristic is its long, narrow, and hooked bill, which is typically grayish or yellowish.</sentence>
<sentence>Its eyes are dark, giving it a keen and focused gaze.</sentence>
<sentence>The legs and feet are a pale pinkish-gray color.</sentence>
<sentence>Adult Laysan Albatrosses have a graceful and streamlined profile in the air.</sentence>
<sentence>Juvenile birds may have a slightly darker, more mottled appearance on their backs and wings before reaching full adult plumage.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the the appearance of the laysan albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Laysan Albatross is a medium-sized seabird with a striking appearance.</sentence>
<sentence>Its plumage is predominantly a clean white on its underside, contrasting sharply with its upperparts.</sentence>
<sentence>Mature birds exhibit a dark gray to black back and wings, which are broad and excellent for soaring.</sentence>
<sentence>A distinctive feature is the Laysan Albatross's large, ivory-white bill, which is strong and hooked at the tip.</sentence>
<sentence>Around its eyes, the albatross has noticeable black eye-patches, giving it a somewhat masked look.</sentence>
<sentence>The head is typically a soft, pale gray or white.</sentence>
<sentence>Juveniles often have a more mottled or speckled appearance before attaining their adult coloration.</sentence>
<sentence>Its legs are pale, and its feet are webbed, adapted for life at sea and on land.</sentence>
<sentence>When in flight, their silhouette is iconic, with long, slender wings held stiffly and often angled slightly upwards.</sentence>
<sentence>Overall, the Laysan Albatross presents a graceful and elegantly patterned seabird.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the the color of the laysan albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Laysan albatross displays a beautiful, predominantly white plumage on its underside.</sentence>
<sentence>Its back and wings are a striking shade of dark gray, almost black in certain lighting.</sentence>
<sentence>The head is a clean, bright white, providing a stark contrast to its darker upperparts.</sentence>
<sentence>A subtle grayish wash can sometimes be observed on the cheeks and around the eyes.</sentence>
<sentence>The bill is typically a pale horn color, often with a dark tip.</sentence>
<sentence>Its legs and feet are a pale pinkish-gray, blending subtly with its underside.</sentence>
<sentence>When in flight, the broad wings appear a uniform dark gray against the sky.</sentence>
<sentence>The tail is relatively short and a matching dark gray, mirroring the color of its back.</sentence>
<sentence>Juveniles might exhibit a slightly duller coloration, with less stark contrasts than adults.</sentence>
<sentence>Overall, the Laysan albatross is a bird of elegant simplicity, defined by its crisp whites and deep grays.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the the pattern of the laysan albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Laysan albatross exhibits a remarkable colonial nesting pattern, congregating in vast numbers on remote Pacific islands.</sentence>
<sentence>They primarily nest on low-lying islands, particularly those with open grassy areas or sandy substrates.</sentence>
<sentence>These colonies can be incredibly dense, with thousands of albatrosses packed closely together.</sentence>
<sentence>The nesting season typically begins in late October or early November, with birds returning to established colony sites.</sentence>
<sentence>Nests are simple scrapes in the ground, often lined with vegetation or pebbles.</sentence>
<sentence>Once a pair has bonded, they engage in elaborate courtship rituals involving synchronized head-bobbing and bill-clacking.</sentence>
<sentence>A single egg is laid, and both parents share incubation duties for about 40 days.</sentence>
<sentence>Chicks hatch and remain in the nest, being fed regurgitated food by both parents.</sentence>
<sentence>As the chick grows, one parent will typically spend longer periods at sea foraging, while the other remains at the colony.</sentence>
<sentence>After approximately five months, the fledglings leave the colony to embark on their first long oceanic journey, a testament to their independent nature.</sentence>",10
CUB,laysan albatross,"Use 10 sentences to describe the the shape of the laysan albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Laysan albatross possesses a gracefully streamlined body, adapted for effortless flight.</sentence>
<sentence>Its most striking feature is its incredibly long and narrow wingspan, which can reach up to seven feet.</sentence>
<sentence>These broad, stiff wings are perfectly designed for soaring on ocean breezes.</sentence>
<sentence>The body itself is relatively compact and teardrop-shaped, minimizing drag in the air.</sentence>
<sentence>Its tail is short and somewhat wedge-shaped, providing stability during flight.</sentence>
<sentence>The albatross has a substantial, hooked beak, which is often a pale pinkish-orange color.</sentence>
<sentence>Its legs are set far back on its body, making it somewhat awkward on land but excellent for its aquatic life.</sentence>
<sentence>The overall impression is one of elegant efficiency, a creature built for the open sea and sky.</sentence>
<sentence>When at rest, its folded wings lie neatly along its body, emphasizing its slender profile.</sentence>
<sentence>This avian form is a testament to millions of years of evolution for a life spent far from shore.</sentence>",10
