dataset,class_name,prompt,content,sentence_count
flower,passion flower flower,"Use 10 sentences to describe the what the passion flower flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower is a truly remarkable bloom, often resembling an intricate celestial clock.</sentence>
<sentence>Its most striking feature is the corona, a series of delicate tendril-like filaments radiating from the center.</sentence>
<sentence>These filaments, or rays, can be vibrantly colored in shades of purple, white, pink, or red, often with striking bands of color.</sentence>
<sentence>At the very heart of the flower are the reproductive structures, forming a prominent central hub.</sentence>
<sentence>These include five greenish or yellowish stamens and three stigmas, which stand erect and are often tipped with a bulbous end.</sentence>
<sentence>Surrounding the corona and reproductive parts are the five large, often waxy, petals, which typically lie flat.</sentence>
<sentence>Behind the petals, there are five sepals, which are usually similar in color to the petals but may be slightly more pointed.</sentence>
<sentence>The overall form is complex and layered, creating a sense of depth and visual intrigue.</sentence>
<sentence>Many varieties of passion flowers also possess a sweet, sometimes strong, fragrance.</sentence>
<sentence>The unique and elaborate structure of the passion flower has led to its name, symbolizing elements of the Christian Passion story.</sentence>",10
flower,passion flower flower,"Use 10 sentences to describe the the appearance of the passion flower flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower is a truly spectacular bloom, boasting an intricate and almost alien beauty.</sentence>
<sentence>Its most striking feature is a complex disk-like structure, radiating outward from the center.</sentence>
<sentence>Emerging from this central disk are numerous delicate, thread-like filaments, often called the corona, which can be vibrantly colored in shades of purple, pink, or white.</sentence>
<sentence>Above the corona, five prominent petals unfurl, typically broad and somewhat fleshy in appearance.</sentence>
<sentence>Behind these, five more sepals, often pointed and narrower, form an outer layer of protection and structure.</sentence>
<sentence>At the very heart of the flower, three pistils stand erect like small, pointed towers.</sentence>
<sentence>Flanking the pistils are five stamens, their anthers often a contrasting color, adding to the flower's layered complexity.</sentence>
<sentence>The overall effect is one of organized chaos, a miniature cosmic display within a single bloom.</sentence>
<sentence>Colors can vary widely depending on the species, but often include intense blues, purples, reds, and whites.</sentence>
<sentence>Each passion flower is a testament to nature's artistic flair, a truly mesmerizing botanical marvel.</sentence>",10
flower,passion flower flower,"Use 10 sentences to describe the the color of the passion flower flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower presents a breathtaking spectrum of colors, often dominated by vibrant purples.</sentence>
<sentence>Deep violet hues can be found in the delicate petals, forming a rich and luxurious base.</sentence>
<sentence>Accents of lighter lavender and lilac intermingle, creating a softer, more ethereal quality.</sentence>
<sentence>The central corona, a remarkable structure, frequently boasts streaks of bright pink or fuchsia.</sentence>
<sentence>These intense pinks can vary from a soft rose to a striking magenta.</sentence>
<sentence>Some varieties feature striking bands of white or a pale cream, offering a stark yet beautiful contrast.</sentence>
<sentence>Occasionally, subtle hints of green can be observed in the sepals or other structural elements.</sentence>
<sentence>The anthers and stigmas, positioned prominently, often exhibit a golden yellow or a reddish-brown.</sentence>
<sentence>This intricate interplay of colors creates a visually complex and captivating display.</sentence>
<sentence>Overall, the passion flower is a masterwork of nature's palette, a riot of purples, pinks, whites, and golds.</sentence>",10
flower,passion flower flower,"Use 10 sentences to describe the the pattern of the passion flower flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower boasts an intricate and almost otherworldly symmetry.</sentence>
<sentence>At its core lies a prominent corona, a fringe of thread-like filaments in vibrant colors.</sentence>
<sentence>These filaments, often arranged in multiple rings, radiate outwards from the reproductive structures.</sentence>
<sentence>Above the corona, five prominent stamens and three stigmas form a central column, creating a distinct floral clock face.</sentence>
<sentence>The petals, usually five in total, are typically broad and flat, forming a base for the complex central display.</sentence>
<sentence>Sometimes there are also sepals, which often resemble the petals in size and shape.</sentence>
<sentence>The overall arrangement creates a radiating pattern, drawing the eye inwards towards the reproductive organs.</sentence>
<sentence>This radial symmetry is a recurring theme throughout the flower's structure.</sentence>
<sentence>The combination of colors and forms within this pattern is believed to attract specific pollinators.</sentence>
<sentence>From the broad outer petals to the delicate inner corona, the passion flower displays a remarkable and deliberate floral design.</sentence>",10
flower,passion flower flower,"Use 10 sentences to describe the the shape of the passion flower flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower is a complex and visually striking bloom, unlike any other plant.</sentence>
<sentence>Its central structure features an intricate corona of filamentous appendages, resembling radiating rays.</sentence>
<sentence>These filaments, often vibrantly colored, create a dramatic, almost otherworldly halo around the flower's core.</sentence>
<sentence>Nestled within this corona are five prominent stamens and three stigmas, arranged in a star-like formation.</sentence>
<sentence>The stamens, with their anthers, stand tall and distinct, contributing to the flower's layered appearance.</sentence>
<sentence>The stigmas, typically broadened and often a different hue, provide a focal point at the very center.</sentence>
<sentence>Beneath this elaborate central display are three pointed sepals, forming the outer protective layer.</sentence>
<sentence>These sepals are often fused at their base, creating a cup-like structure.</sentence>
<sentence>Petals, though present in many species, can be less conspicuous than the corona and sepals, sometimes being reduced or absent.</sentence>
<sentence>Overall, the passion flower presents a multi-tiered, geometric arrangement of parts, giving it an exotic and artful silhouette.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the what the water lily flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The water lily is a truly captivating aquatic flower, often floating serenely on the surface of calm waters.</sentence>
<sentence>Its most prominent feature is its large, often showy, flower head that blooms above the water.</sentence>
<sentence>Petals can vary in color, ranging from pristine white and soft pink to vibrant yellow and deep purple.</sentence>
<sentence>These petals are typically arranged in a cup or star-like shape, unfolding with grace.</sentence>
<sentence>At the center of the flower, a cluster of yellow stamens often stands out, hinting at its reproductive purpose.</sentence>
<sentence>The texture of the petals can be smooth and delicate, giving the bloom a soft appearance.</sentence>
<sentence>Some varieties boast multiple layers of petals, creating a fuller, more elaborate bloom.</sentence>
<sentence>The water lily flower typically has a subtle, sweet fragrance that adds to its allure.</sentence>
<sentence>Its broad, rounded leaves, known as lily pads, are a characteristic part of its visual presence, often surrounding the flower.</sentence>
<sentence>Overall, the water lily presents a picture of tranquility and natural beauty, a jewel on the water's surface.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the the appearance of the water lily flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The water lily flower, a true marvel of aquatic flora, often presents a captivatingly simple yet elegant form.</sentence>
<sentence>Its petals, typically broad and rounded, unfurl gracefully from a central pistil, creating a star-like or cup-shaped bloom.</sentence>
<sentence>The texture of these petals can range from delicately satiny to slightly waxy, reflecting sunlight with a subtle sheen.</sentence>
<sentence>Water lilies boast a vibrant spectrum of colors, with pure white and soft pinks being among the most common and striking.</sentence>
<sentence>Deeper hues of rose, lavender, and even a rich crimson can also be found, adding depth and visual interest.</sentence>
<sentence>Some varieties feature a captivating blend of colors, often with darker edges fading into paler centers.</sentence>
<sentence>The leaves of the water lily, large and generally circular, provide a lush green platform from which the flower emerges.</sentence>
<sentence>These leaves, known as lily pads, float serenely on the water's surface, encircling the base of the elegant blossom.</sentence>
<sentence>The fragrance of the water lily, while not always pronounced, can sometimes be a sweet and delicate perfume, especially in the evening.</sentence>
<sentence>Overall, the water lily flower embodies a serene beauty, its appearance perfectly adapted to its tranquil aquatic habitat.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the the color of the water lily flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The water lily, with its serene beauty, often blooms in a spectrum of captivating colors.</sentence>
<sentence>The most iconic water lily presents a pristine white, reminiscent of freshly fallen snow.</sentence>
<sentence>These white petals unfurl with an almost ethereal glow, especially when kissed by the morning sun.</sentence>
<sentence>Beyond white, delicate pink hues adorn many water lily blossoms, ranging from soft blush to vibrant fuchsia.</sentence>
<sentence>The pink petals often possess a subtle translucence, allowing light to filter through them.</sentence>
<sentence>Some varieties boast a warm, buttery yellow, like captured sunshine floating on the water's surface.</sentence>
<sentence>These yellow water lilies offer a cheerful and inviting presence in any pond or lake.</sentence>
<sentence>Less common, but equally stunning, are the water lilies that present a deep, regal purple or a rich crimson.</sentence>
<sentence>These darker shades create a dramatic contrast against the lush green lily pads.</sentence>
<sentence>Regardless of the specific shade, the water lily's color is always a testament to nature's artistry.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the the pattern of the water lily flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The water lily flower showcases a striking radial symmetry, with its petals arranged around a central point.</sentence>
<sentence>Each petal typically overlaps slightly with its neighbors, creating a tightly packed and layered structure at the core.</sentence>
<sentence>The innermost petals often remain partially closed, revealing a more delicate and intricate arrangement within.</sentence>
<sentence>As you move outwards, the petals tend to become larger and more pronounced, gradually unfurling towards the water's surface.</sentence>
<sentence>The sheer number of petals can vary significantly depending on the species, ranging from a few to many dozens.</sentence>
<sentence>The color and texture of the petals contribute to the overall visual pattern, with smooth, satiny surfaces being common.</sentence>
<sentence>The arrangement is not perfectly uniform; slight variations in size and angle add a natural, organic feel to the design.</sentence>
<sentence>The base of the flower, often submerged, supports this elaborate display of petals.</sentence>
<sentence>In many varieties, the pattern shifts slightly as the flower opens and closes throughout the day or night.</sentence>
<sentence>This organized yet fluid arrangement of petals creates a consistently beautiful and iconic floral form.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the the shape of the water lily flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The water lily flower is a marvel of botanical engineering, often appearing as a delicate, floating jewel on the water's surface.</sentence>
<sentence>Its overall form is generally cup-shaped or star-shaped, with its petals unfurling outwards from a central point.</sentence>
<sentence>The outermost petals are typically broader and more rounded, forming a protective base.</sentence>
<sentence>As you move inwards, the petals tend to become narrower and more pointed, creating a layered and intricate appearance.</sentence>
<sentence>Within the petal layers, the stamens form a dense, often golden, core, adding to the flower's radiant center.</sentence>
<sentence>Many water lilies possess a symmetrical arrangement, with petals radiating evenly around the central reproductive parts.</sentence>
<sentence>The shape can vary significantly between species, from the tightly closed bud resembling a goblet to a broad, open disc.</sentence>
<sentence>Some varieties exhibit a bowl-like structure, cradling the inner components like a precious treasure.</sentence>
<sentence>The sheer number of petals, often numerous and overlapping, contributes to its full and opulent appearance.</sentence>
<sentence>Ultimately, the water lily's shape is a harmonious blend of buoyancy, protection, and aesthetic beauty, perfectly adapted to its aquatic environment.</sentence>",10
