dataset,class_name,prompt,content,sentence_count
flower,passion flower flower,"Use 10 sentences to describe the what the passion flower flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower is an extraordinary bloom, often described as other-worldly or alien in its complexity.</sentence>
<sentence>Its most striking feature is the elaborate corona, a crown of thread-like filaments that radiate from the center.</sentence>
<sentence>These filaments can be various colors, from vibrant purples and blues to whites and even greens, often with contrasting banding.</sentence>
<sentence>Emerging from this intricate corona are three prominent stigmas, acting as the female reproductive parts, often held aloft.</sentence>
<sentence>Below the stigmas, five anthers, the male reproductive parts, are typically visible, sometimes curved or pointed.</sentence>
<sentence>The petals of the passion flower can vary in number and appearance, but are often ten in total, arranged in two distinct whorls.</sentence>
<sentence>These petals are frequently delicate and somewhat translucent, complementing the boldness of the corona filaments.</sentence>
<sentence>The entire structure is supported by a sturdy stem, and it typically grows on a vine, with tendrils that help it climb.</sentence>
<sentence>The overall impression is one of intricate, symmetrical beauty, almost like a celestial clock or a miniature solar system.</sentence>
<sentence>Each part of the passion flower's anatomy contributes to its unique and captivating visual spectacle.</sentence>",10
flower,passion flower flower,"Use 10 sentences to describe the the appearance of the passion flower flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower is a truly exotic and intricate bloom, often described as otherworldly.</sentence>
<sentence>Its most striking features are the corona filaments, which radiate outward like a halo in vibrant shades of purple, white, and pink.</sentence>
<sentence>These delicate filaments are arranged in multiple rings, creating a complex and multi-layered appearance.</sentence>
<sentence>At the center of the flower, three distinct pistils rise proudly, often tipped with a stigma.</sentence>
<sentence>Surrounding the pistils are five prominent anthers, which typically stand erect and are often a contrasting color.</sentence>
<sentence>The petals themselves, usually five in number, are often broad and somewhat leathery, providing a backdrop to the elaborate corona.</sentence>
<sentence>Sepals, which are usually similar in color to the petals, enclose the bud before it opens.</sentence>
<sentence>The overall shape is radial and symmetrical, giving it a star-like or clock-like appearance.</sentence>
<sentence>The colors can vary widely depending on the species, from deep purples and blues to bright reds and yellows.</sentence>
<sentence>The combination of these elements creates a visually arresting and highly detailed floral structure.</sentence>",10
flower,passion flower flower,"Use 10 sentences to describe the the color of the passion flower flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower is a captivating and complex display of vibrant hues.</sentence>
<sentence>The dominant petals often present a striking deep purple, sometimes bordering on indigo.</sentence>
<sentence>Interspersed with these are delicate, thread-like filaments, known as the corona, which can range from a soft lavender to a bright, almost electric violet.</sentence>
<sentence>These filaments are frequently tipped with shades of white or even a pale green, adding fine detail.</sentence>
<sentence>The center of the flower, where the reproductive parts reside, typically boasts a serene presence of white or a creamy ivory.</sentence>
<sentence>Sometimes, hints of a subtle pink can be found at the base of these central structures.</sentence>
<sentence>The overall effect is a rich tapestry that can shift in appearance depending on the light and the specific variety.</sentence>
<sentence>The purple tones are often deep and velvety, evoking a sense of mystery and passion.</sentence>
<sentence>Contrast is key, with the cooler purples and whites playing against each other to create a visually arresting bloom.</sentence>
<sentence>It truly is a color palette that speaks to the flower's exotic and intricate nature.</sentence>",10
flower,passion flower flower,"Use 10 sentences to describe the the pattern of the passion flower flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower's bloom is a marvel of intricate geometry and vibrant color.</sentence>
<sentence>At its core lies a prominent corona, composed of ray-like filaments that radiate outwards.</sentence>
<sentence>These filaments transition in color, often starting with purples and blues closer to the center and fading to white or lighter hues at their tips.</sentence>
<sentence>Emerging from beneath the corona are five prominent stamens, each tipped with an anther, forming a central structure.</sentence>
<sentence>Surrounding these are five petal-like structures, typically a pale green or white, offering a subtle backdrop.</sentence>
<sentence>Beyond these, a whorl of sepals acts as the outermost layer, often mirroring the color of the petals.</sentence>
<sentence>The entire arrangement exhibits a radial symmetry, with distinct parts repeating around a central axis.</sentence>
<sentence>This complex structure is thought to attract specific pollinators with its unique display.</sentence>
<sentence>The interplay of textures and the depth created by the layering of these floral components is captivating.</sentence>
<sentence>Overall, the passion flower's pattern is a testament to evolutionary design, a miniature cosmic spectacle unfolding in nature.</sentence>",10
flower,passion flower flower,"Use 10 sentences to describe the the shape of the passion flower flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The passion flower, a captivating bloom, presents a truly unique and complex visual marvel.</sentence>
<sentence>At its heart lies a prominent, columnar structure, often referred to as the gynophore and androecium, arising from the center.</sentence>
<sentence>Radiating outwards from this central column are numerous slender, thread-like filaments, forming a distinctive corona.</sentence>
<sentence>These filaments, often vibrantly colored and delicately curved, create an intricate, shuttlecock-like effect.</sentence>
<sentence>Above and behind the corona, five prominent petals typically unfurl, providing a broader base to the flamboyant display.</sentence>
<sentence>Interspersed between the petals are five sepals, often resembling the petals in shape and color, though sometimes slightly smaller or a different shade.</sentence>
<sentence>The overall form suggests a celestial clock or an exotic spaceship, with its layered and radial symmetry.</sentence>
<sentence>The arrangement of these parts is highly structured, with a clear hierarchy from the central reproductive organs to the outer protective and decorative elements.</sentence>
<sentence>Some species exhibit a flattened, saucer-like appearance, while others are more dome-shaped, depending on the angle of the petals and sepals.</sentence>
<sentence>Ultimately, the passion flower's shape is an astonishing testament to nature's artistry, a dense yet organized explosion of floral architecture.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the what the water lily flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The water lily flower is a marvel of aquatic flora, gracing the surface of still waters.</sentence>
<sentence>Its most prominent feature is a collection of broad, often rounded petals, typically arranged in multiple layers.</sentence>
<sentence>These petals can vary dramatically in color, ranging from pure white and soft pink to vibrant yellow, deep purple, and even a striking red.</sentence>
<sentence>The texture of the petals is often smooth and waxy, giving them a delicate yet resilient appearance.</sentence>
<sentence>At the heart of many water lilies lies a dense cluster of stamens, which can be a contrasting color, adding visual depth.</sentence>
<sentence>Some varieties possess a subtle, sweet fragrance that perfumes the surrounding air, especially on warm days.</sentence>
<sentence>The flower typically rises on a sturdy stem from submerged rhizomes, appearing to float effortlessly on the water's surface.</sentence>
<sentence>Its overall form is often described as cup-shaped or saucer-like, open to the sky.</sentence>
<sentence>The size of the bloom can range from small, dainty blossoms to impressively large and commanding flowers.</sentence>
<sentence>Contrasting with the delicate petals are the large, leathery leaves, or lily pads, which serve as a verdant platform for the majestic bloom.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the the appearance of the water lily flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The water lily flower is a testament to nature's elegant simplicity.</sentence>
<sentence>Its petals, often in shades of pristine white, soft pink, or vibrant yellow, unfurl gracefully from the water's surface.</sentence>
<sentence>These petals are typically broad and rounded, creating a cup-like or star-like form.</sentence>
<sentence>At the heart of the bloom, a cluster of golden stamens stands proudly, adding a touch of warmth and contrast.</sentence>
<sentence>The texture of the petals can range from smooth and waxy to delicately smooth, reflecting light beautifully.</sentence>
<sentence>Each petal is often tinged with a subtle gradient, deepening in color towards the base.</sentence>
<sentence>The outer sepals, usually green, cradle the developing bud before it opens to reveal its splendor.</sentence>
<sentence>When fully open, the flower emits a delicate, sweet fragrance, subtly perfuming the air around it.</sentence>
<sentence>The entire blossom appears to float ethereally, supported by its broad, flat lily pad.</sentence>
<sentence>Overall, the water lily flower embodies a serene and captivating beauty, a jewel of the aquatic world.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the the color of the water lily flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The common water lily often presents a pristine, creamy white bloom.</sentence>
<sentence>These petals can range from a pale ivory to a richer, almost golden hue near the center.</sentence>
<sentence>Some varieties boast delicate pinks, from the softest blush to vibrant rose tones.</sentence>
<sentence>The edges of these pink petals might be subtly tipped with a deeper shade.</sentence>
<sentence>Occasionally, water lilies emerge in a striking, pure yellow, reminiscent of sunshine.</sentence>
<sentence>Deeper, more intense yellows are also a possibility, creating a bold contrast against the water.</sentence>
<sentence>A rare and beautiful spectrum of blues can be found, from a sky-like cerulean to a deep, velvety indigo.</sentence>
<sentence>The texture of the petals contributes to the color's perception, often appearing smooth and satiny.</sentence>
<sentence>The center of many water lilies is adorned with bright yellow stamens, adding another layer of color.</sentence>
<sentence>Overall, the water lily's coloration is a testament to nature's simple yet profound elegance.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the the pattern of the water lily flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The water lily flower often exhibits a radial symmetry, with its petals arranged around a central point.</sentence>
<sentence>Many species display a spiral phyllotaxis in the arrangement of their petals and sepals, reminiscent of Fibonacci sequences.</sentence>
<sentence>The number of petals can vary but frequently follows a recognizable pattern, such as 5 or 8, contributing to a sense of order.</sentence>
<sentence>Sepals, which are typically fewer in number, often form an outer whorl, providing a protective base for the delicate petals.</sentence>
<sentence>At the very center, the stamens and pistil create a densely packed core, presenting another distinct arrangement.</sentence>
<sentence>The unfurling of the water lily reveals layers of floral parts, each positioned with a specific spatial relationship to the others.</sentence>
<sentence>This layered structure can create a depth and complexity within the flower's overall form.</sentence>
<sentence>Even within a single bloom, the transition from sepals to petals to reproductive organs follows a predictable sequence.</sentence>
<sentence>The repetition of similar shapes and sizes in the petals, especially in double-flowered varieties, emphasizes the underlying pattern.</sentence>
<sentence>Overall, the water lily's floral pattern is a testament to nature's inclination towards organized and mathematically pleasing structures.</sentence>",10
flower,water lily flower,"Use 10 sentences to describe the the shape of the water lily flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The water lily flower unfolds in a marvel of delicate symmetry.</sentence>
<sentence>It typically presents a star-like or cup-like silhouette, depending on the species.</sentence>
<sentence>Numerous petals radiate outwards from a central core.</sentence>
<sentence>These petals are often arranged in concentric whorls, creating a layered effect.</sentence>
<sentence>As the flower opens, it reveals a vibrant bouquet of soft curves and graceful lines.</sentence>
<sentence>The outline is generally rounded, with the tips of the petals often appearing gently tapered or slightly pointed.</sentence>
<sentence>Beneath the prominent petals, sepals form a protective layer, often blending seamlessly with the base.</sentence>
<sentence>The overall impression is one of delicate openness and quiet elegance.</sentence>
<sentence>Some varieties exhibit a more loosely formed structure, while others are tightly packed with petals.</sentence>
<sentence>The water lily's bloom is a testament to nature's artistry, a rounded marvel floating serenely on the water's surface.</sentence>",10
