dataset,class_name,prompt,content,sentence_count
food,apple pie,"Use 10 sentences to describe the what the apple pie looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The apple pie sat proudly on the cooling rack, a golden marvel.</sentence>
<sentence>Its crust, a flaky lattice work, revealed glimpses of the treasure within.</sentence>
<sentence>Each strand of the woven top was a deep, inviting amber, hinting at buttery richness.</sentence>
<sentence>Tiny air bubbles dotted the surface of the crust, promising a delightful crunch.</sentence>
<sentence>Browned edges curled slightly, creating a rustic and home-baked charm.</sentence>
<sentence>Peeking through the lattice, the apple filling glowed with a warm, inviting hue.</sentence>
<sentence>Some areas of the filling appeared slightly caramelized, suggesting a sweet depth of flavor.</sentence>
<sentence>A dusting of coarse sugar shimmered across the top, catching the light like tiny diamonds.</sentence>
<sentence>The overall impression was one of comforting tradition and simple, delicious indulgence.</sentence>
<sentence>Steam gently wafted from its center, a silent invitation to dive in and savor its warmth.</sentence>",10
food,apple pie,"Use 10 sentences to describe the the appearance of the apple pie:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The classic apple pie arrived, a comforting sight on the table.</sentence>
<sentence>Its crust was a rich, golden brown, hinting at buttery flakiness.</sentence>
<sentence>A lattice top created an intricate woven pattern over the filling, allowing glimpses of the apples within.</sentence>
<sentence>The edges of the crust were slightly darker, suggesting a perfectly baked finish.</sentence>
<sentence>Small vents in the lattice allowed tendrils of steam to rise, carrying a sweet aroma.</sentence>
<sentence>Visible through the openings were segments of tender, soft apples, bathed in a glistening syrup.</sentence>
<sentence>Tiny specks of cinnamon and nutmeg were scattered across the exposed filling, adding to its rustic charm.</sentence>
<sentence>The overall shape was a perfect circle, a testament to its careful preparation.</sentence>
<sentence>A subtle sheen on the crust indicated it had been brushed with an egg wash or melted butter.</sentence>
<sentence>It looked like a warm, inviting hug in dessert form, promising pure deliciousness with every bite.</sentence>",10
food,apple pie,"Use 10 sentences to describe the the color of the apple pie:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The apple pie boasts a crust that's a glorious golden brown, hinting at its oven-kissed perfection.</sentence>
<sentence>Its edges are a deeper, almost caramelized amber, suggesting a delightful crispness.</sentence>
<sentence>The surface of the lattice crust shimmers with a subtle sheen, likely from a wash of egg or milk.</sentence>
<sentence>Underneath the lattice, glimpses of the filling reveal a warm, inviting hue.</sentence>
<sentence>The softened apples within appear as soft, muted shades of tan and light brown, their natural color mellowed by baking.</sentence>
<sentence>Occasional darker brown spots might dot the filling, betraying the presence of cinnamon and other spices.</sentence>
<sentence>The overall color palette is one of comforting autumnal warmth, evoking feelings of home and harvest.</sentence>
<sentence>It's a spectrum of golden, amber, and warm brown tones that promise deliciousness.</sentence>
<sentence>The pie's colors are not uniform, but a rich tapestry reflecting the different textures and ingredients within.</sentence>
<sentence>This inviting color scheme is the visual equivalent of a cozy embrace, drawing you in for a slice.</sentence>",10
food,apple pie,"Use 10 sentences to describe the the pattern of the apple pie:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The apple pie showcases a beautiful golden-brown crust, expertly baked to a perfect crisp.</sentence>
<sentence>A lattice-work of dough strips forms the intricate top, creating a visually appealing geometric pattern.</sentence>
<sentence>Each strip of the lattice is carefully interwoven, overlapping generously to hold the filling securely.</sentence>
<sentence>The edges of the crust are often crimped or fluted, adding a decorative, textured border.</sentence>
<sentence>Beneath the lattice, glimpses of the glistening, cooked apple filling can be seen peeking through.</sentence>
<sentence>The apples themselves are arranged in a layered or slightly mounded fashion, hinting at their soft texture.</sentence>
<sentence>Some bakers might strategically place whole or halved apples on top as a further decorative element.</sentence>
<sentence>The overall impression is one of rustic elegance, a classic design perfected over generations.</sentence>
<sentence>The warm hues of the baked dough and the subtle sheen of the cooked fruit contribute to its inviting appearance.</sentence>
<sentence>This familiar pattern evokes feelings of comfort, home, and the anticipation of a delicious dessert.</sentence>",10
food,apple pie,"Use 10 sentences to describe the the shape of the apple pie:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The apple pie presents a comforting, round silhouette.</sentence>
<sentence>Its overall form is that of a flattened disc, wider than it is tall.</sentence>
<sentence>The outer crust forms a gentle, slightly raised border around the circumference.</sentence>
<sentence>This edge is often crimped or fluted, creating a decorative undulation.</sentence>
<sentence>The top surface is typically a smooth, golden-brown expanse.</sentence>
<sentence>Alternatively, it might be adorned with a lattice of pastry strips, forming a crisscross pattern.</sentence>
<sentence>Each lattice strip has a defined width and a slight curvature where it lies over the filling.</sentence>
<sentence>If unlatticed, the top crust may be pierced with decorative vents, creating small openings.</sentence>
<sentence>The thickness of the pie is consistent, showcasing the depth of the sweet apple filling.</sentence>
<sentence>From any angle, the apple pie conveys a sense of wholesome, semicircular abundance.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the what the baby back ribs looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Baby back ribs boast a gleaming, caramelized exterior, often a rich mahogany or deep reddish-brown.</sentence>
<sentence>The surface might be slightly glistening from rendered fat and the glaze.</sentence>
<sentence>A tantalizing char or bark can be visible in places, adding visual texture and hinting at smoky flavor.</sentence>
<sentence>The meat between the bones is plump and tender, promising a melt-in-your-mouth experience.</sentence>
<sentence>Individual ribs are distinct, curved bones, clearly separated by the succulent meat.</sentence>
<sentence>Depending on the preparation, a sticky, glossy sauce might generously coat the ribs.</sentence>
<sentence>Occasionally, a dusting of spices or herbs can be seen clinging to the surface.</sentence>
<sentence>The underside of the ribs often reveals a slightly paler, yet still tender, meat.</sentence>
<sentence>The overall impression is one of juicy, flavorful, and satisfying meat encasing delicate bones.</sentence>
<sentence>They have a wonderfully rustic yet inviting appearance, begging to be devoured.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the the appearance of the baby back ribs:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The baby back ribs presented a glistening tapestry of caramelized sugars and spices.</sentence>
<sentence>Each rib was generously coated in a dark, smoky barbecue sauce that clung appealingly to the meat.</sentence>
<sentence>The surface bore the telltale char marks from the grill, hinting at a delightful smoky flavor.</sentence>
<sentence>A slight sheen of rendered fat added a subtle richness to their appearance.</sentence>
<sentence>The bone structure was clearly visible, peeking through the tender meat at the ends.</sentence>
<sentence>The meat itself displayed a deep, inviting reddish-brown hue, promising succulence.</sentence>
<sentence>Tiny flecks of black pepper and other seasonings were embedded in the sauce, adding visual texture.</sentence>
<sentence>Some edges appeared slightly crispy, a delightful contrast to the anticipated tenderness.</sentence>
<sentence>The overall impression was one of hearty indulgence and slow-cooked perfection.</sentence>
<sentence>They looked undeniably delicious, a classic picture of perfectly prepared barbecue ribs.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the the color of the baby back ribs:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The baby back ribs present a tapestry of appetizing hues, primarily dominated by a deep, rich mahogany.</sentence>
<sentence>This dark reddish-brown color hints at the caramelization that has occurred during the cooking process.</sentence>
<sentence>A subtle sheen, almost glossy, reflects the juices and rendered fat, adding a luxurious quality to their surface.</sentence>
<sentence>In some areas, particularly along the edges of the meat, a lighter, more toasted brown emerges, showcasing the textural variations.</sentence>
<sentence>Flecks of black, likely from charred bits of seasoning or smoke, add depth and visual interest to the overall presentation.</sentence>
<sentence>The bone itself, where exposed, appears a pale, creamy white, contrasting with the cooked meat.</sentence>
<sentence>When bathed in sauce, the colors become more complex, with the sauce's own hue layering over the natural color of the ribs.</sentence>
<sentence>A well-cooked rack will display a gradient, transitioning from the darkest, most caramelized spots to a more medium brown where the meat is thicker.</sentence>
<sentence>The vibrant pinkish-red of the raw meat is entirely transformed into a spectrum of browns and reds, a testament to the heat's work.</sentence>
<sentence>Overall, the color of baby back ribs is a mouthwatering invitation, promising tender, flavorful meat with satisfying smoky notes.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the the pattern of the baby back ribs:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The baby back ribs exhibit a distinct, repeating bone structure.</sentence>
<sentence>Each rib is characterized by a prominent, curved shape.</sentence>
<sentence>A consistent spacing is observed between adjacent ribs.</sentence>
<sentence>The meat adheres to the bone in a relatively uniform thickness.</sentence>
<sentence>These ribs are shorter and more tender than spare ribs.</sentence>
<sentence>The bone itself is typically lighter in color than the surrounding meat.</sentence>
<sentence>Often, a thin membrane is found on the inner side of the bones.</sentence>
<sentence>The cut is known for its lean meat and compact form.</sentence>
<sentence>This creates a visually appealing, layered effect when prepared.</sentence>
<sentence>The natural curve of the bones contributes to their characteristic arrangement.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the the shape of the baby back ribs:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Baby back ribs are characterized by their curved and elongated shape.</sentence>
<sentence>Each individual rib is a long, slender bone surrounded by a layer of tender meat.</sentence>
<sentence>They originate from the upper part of the pig's spine, near the backbone.</sentence>
<sentence>This positioning gives them a more delicate and less fatty profile compared to spare ribs.</sentence>
<sentence>The overall rack of baby back ribs forms a distinct arc, resembling a gentle curve.</sentence>
<sentence>The meat adheres closely to the bone, creating a compact and cohesive unit.</sentence>
<sentence>Looking at a rack from the side, you can see the consistent thickness of the meat over the bone.</sentence>
<sentence>The ends of the ribs are typically tapered, becoming narrower towards the tips.</sentence>
<sentence>When laid out, they form a somewhat fan-like appearance due to their parallel arrangement.</sentence>
<sentence>Their smooth, rounded contours make them ideal for grilling and slow cooking, allowing sauces to adhere beautifully.</sentence>",10
