dataset,class_name,prompt,content,sentence_count
food,apple pie,"Use 10 sentences to describe the what the apple pie looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>A perfect golden-brown crust cradles the rich, inviting filling.</sentence>
<sentence>The lattice top is intricately woven, showcasing glimpses of the bubbling fruit beneath.</sentence>
<sentence>Each strand of the crust is slightly puffed and caramelized to a delightful crisp.</sentence>
<sentence>A gentle sheen hints at a buttery glaze that coats the surface of the pie.</sentence>
<sentence>Some areas of the crust are darker, kissed by the oven's heat for a rustic charm.</sentence>
<sentence>The edges are crimped with care, forming a decorative, substantial border.</sentence>
<sentence>Beneath the lattice, the apple filling appears soft and yielding, hints of spice peeking through.</sentence>
<sentence>The overall impression is one of warmth, comfort, and homemade goodness.</sentence>
<sentence>Small vents in the crust allow steam to escape, promising a perfectly baked interior.</sentence>
<sentence>It sits proudly, a testament to simple ingredients transformed into something truly special.</sentence>",10
food,apple pie,"Use 10 sentences to describe the the appearance of the apple pie:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The apple pie sat proudly on the counter, a warm invitation to indulge.</sentence>
<sentence>Its crust was a golden-brown masterpiece, subtly speckled with darker, caramelized bits.</sentence>
<sentence>A delicate lattice of dough formed an intricate pattern across the top, hinting at the treasures within.</sentence>
<sentence>The edges of the crust were crimped with precision, creating a beautifully rustic border.</sentence>
<sentence>Tiny vents in the lattice allowed wisps of steam to escape, carrying a sweet, cinnamon-infused aroma.</sentence>
<sentence>Beneath the latticework, hints of the tender apple filling peeked through, glistening invitingly.</sentence>
<sentence>The surface of the crust had a soft sheen, likely from a final brush of egg wash before baking.</sentence>
<sentence>In the center, where the heat was most intense, the crust was slightly puffed and blistered.</sentence>
<sentence>The overall impression was one of comforting homeliness and irresistible deliciousness.</sentence>
<sentence>It was a visually perfect specimen, promising a delightful balance of flaky pastry and sweet, spiced apples.</sentence>",10
food,apple pie,"Use 10 sentences to describe the the color of the apple pie:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The apple pie boasts a crust the color of toasted almond.</sentence>
<sentence>Beneath the lattice, the filling presents a warm, inviting amber hue.</sentence>
<sentence>Sunlight catches the caramelized sugars, casting glints of burnished gold.</sentence>
<sentence>Edges of the crust are a deeper, richer brown, hinting at crispy perfection.</sentence>
<sentence>Some apples within the pie retain a subtle blush of rosy pink.</sentence>
<sentence>The overall impression is one of comforting, baked sweetness.</sentence>
<sentence>A slight dusting of cinnamon adds flecks of reddish-brown throughout.</sentence>
<sentence>The coloration speaks of slow baking and a medley of perfectly ripened fruit.</sentence>
<sentence>It's a palette that evokes feelings of home and delicious anticipation.</sentence>
<sentence>The pie's color is a testament to the art of baking, an edible masterpiece of warm tones.</sentence>",10
food,apple pie,"Use 10 sentences to describe the the pattern of the apple pie:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The apple pie boasts a beautiful lattice crust, meticulously woven to create a visually appealing pattern.</sentence>
<sentence>Each strip of dough is precisely cut and laid, forming a repeating grid that covers the filling.</sentence>
<sentence>The strips are interwoven, alternating over and under each other with rhythmic regularity.</sentence>
<sentence>This creates small, diamond-shaped openings between the dough strips.</sentence>
<sentence>These openings offer tantalizing glimpses of the simmering apple filling beneath.</sentence>
<sentence>The edges of the pie are crimped, adding a decorative, scalloped border that frames the lattice.</sentence>
<sentence>The dough itself appears golden brown, hinting at a perfectly baked, flaky texture underneath.</sentence>
<sentence>Some bakers may opt for a more rustic, freeform lattice, but this one suggests careful planning.</sentence>
<sentence>The pattern is both functional, holding the filling in, and an integral part of the pie's charm.</sentence>
<sentence>It's a testament to the baker's skill and attention to detail, transforming simple ingredients into edible art.</sentence>",10
food,apple pie,"Use 10 sentences to describe the the shape of the apple pie:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The apple pie, fresh from the oven, presented a warm and inviting circular form.</sentence>
<sentence>Its golden-brown crust, perfectly baked, created a defined perimeter around the delicious filling.</sentence>
<sentence>A network of flaky pastry strips artfully crisscrossed the top, forming a subtle, geometric lattice.</sentence>
<sentence>This lattice, while appearing delicate, provided a structural integrity to the entire dessert.</sentence>
<sentence>Around the edge, the crimped crust added a decorative, undulating border.</sentence>
<sentence>The overall impression was one of comforting roundness, a classic shape for a beloved treat.</sentence>
<sentence>Looking down, the pie was a flattened cylinder, its height determined by the depth of the pan.</sentence>
<sentence>The filling, peeking through the lattice, hinted at a soft, slightly domed interior.</sentence>
<sentence>Even the steam rising from it seemed to accentuate its gentle, rounded contours.</sentence>
<sentence>Ultimately, the apple pie's shape conveyed a sense of wholesome abundance and timeless appeal.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the what the baby back ribs looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The baby back ribs are a deep, rich mahogany color, hinting at the slow cooking process.</sentence>
<sentence>A succulent sheen glistens on their surface, promising tenderness.</sentence>
<sentence>The curve of each bone is distinct, cradling the tender meat.</sentence>
<sentence>A light charring mottles the edges, adding a rustic appeal.</sentence>
<sentence>In some areas, the bone is just visible beneath the meat, indicating a satisfying thickness.</sentence>
<sentence>The strips of ribs are generously portioned, presenting a substantial and inviting rack.</sentence>
<sentence>A subtle smoky aroma seems to emanate from their cooked form.</sentence>
<sentence>The meat appears to pull away easily from the bone, a visual cue of its succulence.</sentence>
<sentence>The natural marbling within the meat is visible, promising a melt-in-your-mouth experience.</sentence>
<sentence>They are arranged invitingly, ready to be devoured, a true testament to barbecue artistry.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the the appearance of the baby back ribs:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The baby back ribs glisten under the soft light, their surfaces coated in a rich, mahogany-colored glaze.</sentence>
<sentence>Each rib is distinct, separated by a delicate layer of succulent meat.</sentence>
<sentence>The edges show a beautiful char, a testament to the grilling process, with hints of darker, caramelized sugars.</sentence>
<sentence>A subtle sheen of rendered fat catches the light, promising a melt-in-your-mouth tenderness.</sentence>
<sentence>The meat itself appears a deep, inviting reddish-brown, hinting at slow cooking and tenderization.</sentence>
<sentence>Tiny flecks of herbs or spices might be visible, clinging to the surface of the glaze.</sentence>
<sentence>The bone, largely exposed at one end, is clean and stark white against the darker hues of the meat.</sentence>
<sentence>The overall impression is one of robust flavor and satisfying texture, a visual invitation to indulge.</sentence>
<sentence>The slight curvature of each rib adds to their appealing, rustic presentation.</sentence>
<sentence>They lie in a neat, inviting row, each rib a miniature masterpiece of culinary artistry.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the the color of the baby back ribs:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The baby back ribs, fresh from the oven, presented a captivating visual tapestry of color.</sentence>
<sentence>A deep, rich mahogany hue dominated the surface, hinting at hours of slow cooking and caramelization.</sentence>
<sentence>Flecks of darker, almost charcoal-like spots punctuated the meaty parts, evidence of a perfect sear.</sentence>
<sentence>Beneath the surface crust, a vibrant pink blush peeked through, a promise of tender, juicy meat.</sentence>
<sentence>Where the fat had rendered and crisped, highlights of golden-brown added a subtle shimmer.</sentence>
<sentence>The edges, where spices clung most tenaciously, exhibited a slightly caramelized, almost burnt-sugar color.</sentence>
<sentence>A subtle sheen, a testament to the rendered fats and sticky glazes, gave the ribs a luscious, inviting glow.</sentence>
<sentence>The bones themselves, where exposed, showed a clean white, contrasting gently with the pigmented meat.</sentence>
<sentence>The overall impression was one of savory depth and delicious complexity, a visual prelude to exquisite flavor.</sentence>
<sentence>It was a color palette that spoke of barbecue mastery, promising smoky, sweet, and savory delights in every succulent bite.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the the pattern of the baby back ribs:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The baby back ribs boast a distinct, curved shape, reminiscent of a gentle arc.</sentence>
<sentence>Each rib is elongated and tapers slightly towards its fleshy end.</sentence>
<sentence>The bones themselves are smooth and bone-white, providing a stark contrast to the meat.</sentence>
<sentence>Between the bones, the meat forms distinct, parallel bands, hinting at the muscle structure beneath.</sentence>
<sentence>A generous layer of succulent, marbled fat is often visible, particularly along the top edge.</sentence>
<sentence>The surface where the meat meets the bone appears tender and slightly shredded.</sentence>
<sentence>Sauce, if applied, creates a glistening, often darker, caramelized layer that follows the contours of the meat.</sentence>
<sentence>The overall impression is one of meaty abundance and a satisfying, handheld form.</sentence>
<sentence>The spacing between the ribs is relatively consistent, allowing for easy separation.</sentence>
<sentence>This pattern signifies a cut that is both visually appealing and designed for a delicious, tender bite.</sentence>",10
food,baby back ribs,"Use 10 sentences to describe the the shape of the baby back ribs:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Baby back ribs exhibit a gently curved, elongated shape, reminiscent of a C.</sentence>
<sentence>Each rib bone itself is relatively thick at one end and tapers slightly towards the other.</sentence>
<sentence>The entire rack forms a somewhat fan-like or arcuate structure when viewed from above.</sentence>
<sentence>They are typically arranged parallel to each other, nestled within a section of the pig's spine.</sentence>
<sentence>The underside of the rack reveals a flat or slightly concave surface where the meat is attached.</sentence>
<sentence>Along the outer edge, a thin membrane, sometimes called the silverskin, stretches across the bones.</sentence>
<sentence>The overall impression is one of a robust, meaty segment of pork, designed for efficient skeletal support.</sentence>
<sentence>The individual ribs are distinct yet interconnected, forming a cohesive unit.</sentence>
<sentence>The curvature allows them to conform to the natural shape of the pig's back.</sentence>
<sentence>When cooked, they maintain this characteristic curved, substantial form, promising a satisfying bite.</sentence>",10
