dataset,class_name,prompt,content
CIFAR10,airplane,"Use 10 sentences to describe the what the airplane looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane was a sleek marvel of modern engineering, its fuselage a polished silver that gleamed under the bright sun.</sentence>
<sentence>Its wings, long and tapered, stretched outwards, tipped with elegant winglets that added to its aerodynamic profile.</sentence>
<sentence>Beneath the wings, four powerful jet engines, encased in their distinctive nacelles, promised incredible speed and thrust.</sentence>
<sentence>The cockpit windows, a dark, tinted visor at the front, hinted at the advanced technology within.</sentence>
<sentence>A subtle, curved tail section extended rearward, with a vertical stabilizer and horizontal stabilizers providing crucial flight control.</sentence>
<sentence>The undercarriage, retracted during flight, was a complex arrangement of robust landing gear legs and wheels.</sentence>
<sentence>Numerous small windows dotted the sides of the cabin, offering glimpses of the passenger area within.</sentence>
<sentence>The overall shape was one of smooth, flowing lines, designed to cut through the air with minimal resistance.</sentence>
<sentence>Even at rest on the tarmac, the airplane exuded a sense of power and purpose.</sentence>
<sentence>Its sheer scale was impressive, dwarfing the vehicles that moved around its base.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the appearance of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The aircraft was a sleek, silver dart, its fuselage tapering to a sharp point.</sentence>
<sentence>Two powerful jet engines were neatly integrated into the swept-back wings.</sentence>
<sentence>The wings themselves were long and thin, designed for speed and efficiency.</sentence>
<sentence>A single, tall tail fin rose sharply at the rear, providing stability in flight.</sentence>
<sentence>Large, rectangular windows lined the passenger cabin, hinting at a spacious interior.</sentence>
<sentence>The landing gear, retracted during flight, was a complex assembly of struts and wheels.</sentence>
<sentence>Beneath the nose, a clear radome housed advanced navigation equipment.</sentence>
<sentence>The overall impression was one of modern engineering and aerodynamic grace.</sentence>
<sentence>Its polished metal skin reflected the surrounding light, giving it a formidable gleam.</sentence>
<sentence>The shape of the airplane suggested it was built for long-distance travel at high altitudes.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the color of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane gleamed under the afternoon sun, a vibrant, almost electric, shade of ultramarine.</sentence>
<sentence>This deep blue was not dull or muted, but possessed a luminosity that caught the eye from afar.</sentence>
<sentence>It was the kind of blue that reminded one of the clearest tropical oceans, stretching to an endless horizon.</sentence>
<sentence>In the shadows, the color deepened to a rich, velvety navy, hinting at its immense presence.</sentence>
<sentence>The paint seemed perfectly smooth, reflecting the sky in a way that made the aircraft almost blend in with its surroundings.</sentence>
<sentence>Subtle variations in light created subtle shifts in tone, revealing hints of violet and even a touch of indigo.</sentence>
<sentence>There were no stripes or distracting patterns, just the commanding expanse of this singular, powerful blue.</sentence>
<sentence>It was a color chosen for its boldness and elegance, exuding a sense of speed and sophistication.</sentence>
<sentence>The ultramarine hue was consistent across the fuselage, wings, and tail, creating a unified, striking appearance.</sentence>
<sentence>This particular blue was not just a coating; it was an integral part of the airplane's identity, a statement of its remarkable journey.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the pattern of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane's pattern is characterized by a series of fluid, sweeping arcs across the sky.</sentence>
<sentence>It begins with a gentle climb, gradually gaining altitude in a smooth, upward curve.</sentence>
<sentence>Once at its cruising elevation, the pattern transitions into more defined, geometric shapes, often resembling elongated ovals or sharp turns.</sentence>
<sentence>These turns are executed with a consistent banking angle, creating a graceful visual rhythm.</sentence>
<sentence>There's a noticeable steady descent at the end of each segment, preparing for the next maneuver.</sentence>
<sentence>The airplane maintains a remarkably constant speed throughout these movements, contributing to the predictability of its path.</sentence>
<sentence>Occasionally, the pattern includes sharp, almost instantaneous changes in direction, suggesting a more dynamic phase.</sentence>
<sentence>These sharper turns are followed by periods of long, straight lines, providing a sense of repose in the overall sequence.</sentence>
<sentence>The overall impression is one of deliberate control and precise execution, as if tracing an invisible blueprint.</sentence>
<sentence>Whether it's a standard flight path or a more complex aerial display, the airplane adheres to a discernible, repeating pattern.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the shape of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane's primary shape is that of a long, slender fuselage.</sentence>
<sentence>Attached to the mid-section of the fuselage are two large, swept-back wings.</sentence>
<sentence>These wings are significantly wider than the fuselage and provide lift for flight.</sentence>
<sentence>At the rear of the fuselage, a vertical tail fin rises prominently.</sentence>
<sentence>Flanking the vertical tail are two horizontal stabilizers, forming the empennage.</sentence>
<sentence>Beneath the fuselage, a set of landing gear protrudes, designed for ground operations.</sentence>
<sentence>The nose of the airplane tapers to a pointed or rounded tip, housing critical instruments.</sentence>
<sentence>The overall form is aerodynamic, characterized by smooth curves and minimal protrusions.</sentence>
<sentence>Sleek lines dominate the design, enabling efficient movement through the air.</sentence>
<sentence>The combination of these elements creates the recognizable silhouette of a modern aircraft.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the what the automobile looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile possesses a sleek, aerodynamic silhouette, designed to cut through the air with minimal resistance.</sentence>
<sentence>Its exterior is painted a vibrant metallic crimson, catching the sunlight and shimmering with each movement.</sentence>
<sentence>The front fascia is dominated by a bold, sculpted grille that hints at its powerful engine.</sentence>
<sentence>Two piercing LED headlights, angular and modern, flank the grille, giving the car an assertive gaze.</sentence>
<sentence>Smooth, flowing lines define its profile, transitioning seamlessly from the sloping hood to the rounded rear.</sentence>
<sentence>Large, multi-spoke alloy wheels, finished in polished chrome, accentuate its athletic stance.</sentence>
<sentence>Strategically placed vents and subtle spoilers suggest a focus on performance and handling.</sentence>
<sentence>The doors feature flush-fitting handles that retract into the bodywork for a cleaner aesthetic.</sentence>
<sentence>Tinted windows offer a sense of privacy while adding to the car's sophisticated appearance.</sentence>
<sentence>At the rear, a wide, integrated bumper and dual exhaust tips complete the sporty and refined composition.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the appearance of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile gleamed under the showroom lights, its crimson paint a deep, lustrous hue.</sentence>
<sentence>Its silhouette was low and aggressive, hinting at underlying speed and sportiness.</sentence>
<sentence>Sharp, angular lines transitioned smoothly into rounded, aerodynamic curves, creating a captivating visual tension.</sentence>
<sentence>Large, multi-spoke alloy wheels with polished chrome accents anchored the vehicle to the ground.</sentence>
<sentence>The headlights were narrow, almost predatory slits, housing intricate LED daytime running lights that gave it a distinctive stare.</sentence>
<sentence>A prominent grille, sculpted with horizontal chrome bars, dominated the front fascia, exuding an air of confident power.</sentence>
<sentence>The body panels fit together with exceptional precision, showcasing meticulous craftsmanship.</sentence>
<sentence>Subtle chrome trim accented the window surrounds and door handles, adding a touch of understated elegance.</sentence>
<sentence>The rear featured a sleek, integrated spoiler that flowed seamlessly from the trunk lid.</sentence>
<sentence>Overall, the automobile possessed a striking blend of aggressive sportiness and sophisticated design.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the color of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile shimmered with a deep, oceanic blue.</sentence>
<sentence>It wasn't a bright, cheerful blue, but rather a sophisticated, almost midnight hue.</sentence>
<sentence>Underneath the midday sun, subtle undertones of violet seemed to emerge, giving it an iridescence.</sentence>
<sentence>In the shade, the color deepened further, becoming a rich, velvety navy.</sentence>
<sentence>The paint possessed a glossy finish that reflected the sky like a still lake.</sentence>
<sentence>There were no streaks or imperfections, just a uniform expanse of pure, captivating color.</sentence>
<sentence>It was a color that spoke of luxury and elegance, understated yet undeniably present.</sentence>
<sentence>As twilight approached, the blue seemed to absorb the fading light, growing more intense and mysterious.</sentence>
<sentence>The metallic flakes within the paint caught the last rays, creating a subtle, star-like sparkle.</sentence>
<sentence>Ultimately, it was a shade of blue that commanded attention without being ostentatious, a truly elegant statement.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the pattern of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile's design prioritizes a sleek, aerodynamic profile to minimize drag and enhance fuel efficiency.</sentence>
<sentence>Sharp, angular lines dominate the exterior, conveying a sense of modern aggression and sportiness.</sentence>
<sentence>The prominent grille, a signature element, is integrated with aggressive LED headlights for a distinctive visual signature.</sentence>
<sentence>A flowing character line runs along the side, emphasizing the vehicle's length and dynamic stance.</sentence>
<sentence>The roofline tapers gracefully towards the rear, creating a coupe-like silhouette.</sentence>
<sentence>Large, multi-spoke alloy wheels add to the performance-oriented aesthetic.</sentence>
<sentence>The rear features a sculpted bumper with integrated diffuser elements and slim, wraparound taillights.</sentence>
<sentence>Chrome accents are strategically placed to highlight key design features, adding a touch of premium refinement.</sentence>
<sentence>The overall form suggests agility and a connection to the road, even when stationary.</sentence>
<sentence>This patterned approach to design creates a cohesive and visually striking identity for the automobile.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the shape of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile possesses a sleek, aerodynamic silhouette designed to minimize wind resistance.</sentence>
<sentence>It features a gracefully sloping roofline that tapers towards the rear, creating a dynamic profile.</sentence>
<sentence>The bodywork curves smoothly from the front fenders to the rear, avoiding sharp, angular transitions.</sentence>
<sentence>A prominent grille at the front forms a bold visual statement, often with horizontal or mesh detailing.</sentence>
<sentence>Headlights are integrated seamlessly into the design, their shape mirroring the car's overall flowing lines.</sentence>
<sentence>The side profile is characterized by a clean beltline running consistently from front to back.</sentence>
<sentence>Wheel arches are sculpted to enhance the sense of motion and house the car's wheels.</sentence>
<sentence>The rear of the vehicle typically tapers down, featuring taillights that echo the front lighting design.</sentence>
<sentence>It presents a balanced and harmonious form, where every curve and surface contributes to its aesthetic appeal.</sentence>
<sentence>Overall, it exhibits a refined and modern shape that speaks to both performance and style.</sentence>"
