dataset,class_name,prompt,content
CIFAR10,airplane,"Use 10 sentences to describe the what the airplane looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane presented a sleek, silver fuselage that gleamed under the bright sunlight.</sentence>
<sentence>Its wings were long and swept back, tapering to sharp, elegant tips.</sentence>
<sentence>At the rear, a prominent, vertical tail fin stood tall, reassuringly steady.</sentence>
<sentence>Beneath the wings, two powerful engines were mounted, their metallic casings reflecting the sky.</sentence>
<sentence>Numerous windows, small and rectangular, dotted the sides of the body, hinting at the passengers within.</sentence>
<sentence>The nose was sharply pointed, designed for cutting through the air with minimal resistance.</sentence>
<sentence>Landing gear, retracted during flight, was cleverly concealed within the underbelly and wings.</sentence>
<sentence>The overall impression was one of advanced engineering and aerodynamic efficiency.</sentence>
<sentence>Subtle branding and insignia were visible on the tail and fuselage, identifying its airline.</sentence>
<sentence>It was a magnificent machine, built for speed, distance, and defying gravity.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the appearance of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane was a sleek, silver missile poised for flight.</sentence>
<sentence>Its wings, long and tapered, gleamed under the midday sun.</sentence>
<sentence>A pointed nose cone housed complex navigation equipment.</sentence>
<sentence>Two powerful jet engines, mounted symmetrically beneath the wings, promised immense speed.</sentence>
<sentence>The fuselage was a smooth, unbroken cylinder, a testament to aerodynamic design.</sentence>
<sentence>A T-shaped tail, with its horizontal and vertical stabilizers, provided crucial control.</sentence>
<sentence>The windows, a series of dark ovals, offered glimpses into the cabin.</sentence>
<sentence>Its landing gear, robust and functional, retracted almost completely into the belly.</sentence>
<sentence>Subtle airline markings adorned the tail fin, hinting at its operational purpose.</sentence>
<sentence>Overall, its appearance conveyed a sense of advanced engineering and effortless motion.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the color of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane shimmered under the midday sun, a brilliant, pristine white.</sentence>
<sentence>It was a stark, unblemished white, like freshly fallen snow.</sentence>
<sentence>No markings or paint accents adorned its fuselage, leaving only pure white.</sentence>
<sentence>The white was so intense it seemed to absorb and reflect the entire spectrum of light.</sentence>
<sentence>Occasionally, a faint pearlescent sheen would catch the light, hinting at subtle depth.</sentence>
<sentence>The wings, also a clean white, stretched out in a powerful, elegant sweep.</sentence>
<sentence>The overall impression was one of gleaming purity and understated sophistication.</sentence>
<sentence>It was a white that spoke of speed, efficiency, and a touch of aspirational flight.</sentence>
<sentence>Against the blue sky, the white of the airplane was a stark and beautiful contrast.</sentence>
<sentence>This unadorned white made the aircraft itself the dominant visual element, a testament to its form and function.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the pattern of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane's camouflage pattern is a striking visual disruption.</sentence>
<sentence>It features irregular patches of dark green, brown, and black.</sentence>
<sentence>These colors mimic the dappled shadows and textures of a forest canopy.</sentence>
<sentence>The edges of the patches are not sharply defined, but rather soft and blended.</sentence>
<sentence>This creates a mottled effect that makes it difficult to discern the aircraft's outline.</sentence>
<sentence>The pattern is applied across the entire fuselage and wings.</sentence>
<sentence>It appears to be designed for concealment against a terrestrial background.</sentence>
<sentence>The varying shades and shapes contribute to breaking up the aircraft's form from a distance.</sentence>
<sentence>This type of camouflage is often referred to as ""splinter"" or ""dazzle"" camouflage.</sentence>
<sentence>The overall impression is one of deliberate visual confusion, rather than aesthetic appeal.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the shape of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane possesses a sleek, aerodynamic fuselage, tapering towards the tail.</sentence>
<sentence>Its extended, slender wings are horizontally mounted, providing lift and stability.</sentence>
<sentence>A distinct vertical stabilizer, the tail fin, protrudes upwards from the rear.</sentence>
<sentence>These wings are often swept back slightly, contributing to speed and efficiency.</sentence>
<sentence>Beneath the wings, engines are typically mounted, varying in size and configuration.</sentence>
<sentence>The nose of the aircraft is usually pointed, designed to cut through the air.</sentence>
<sentence>A horizontal stabilizer, or tailplane, is located at the very end of the fuselage, mirroring the main wings.</sentence>
<sentence>The landing gear, when extended, forms a tripod-like structure beneath the aircraft.</sentence>
<sentence>The overall form is a harmonious blend of curves and straight lines, optimized for flight.</sentence>
<sentence>It is a testament to engineering, creating a shape that is both functional and visually commanding.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the what the automobile looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile gleamed under the midday sun, its sleek, aerodynamic body a deep, metallic blue.</sentence>
<sentence>Its silhouette was low-slung and sporty, hinting at hidden power.</sentence>
<sentence>The front fascia featured sharp, aggressive lines, with slender LED headlights that seemed to pierce the darkness.</sentence>
<sentence>A prominent, black grille sat centrally, a bold statement of its presence.</sentence>
<sentence>The wheels were large and alloy, with a complex, multi-spoke design that added to its sophisticated look.</sentence>
<sentence>Tinted windows offered a glimpse into the luxurious, dark leather interior.</sentence>
<sentence>The roofline flowed gracefully towards the rear, culminating in a subtle spoiler that enhanced its athletic stance.</sentence>
<sentence>Chrome accents strategically adorned the door handles and window surrounds, catching the light with every movement.</sentence>
<sentence>The rear of the car was equally impressive, with distinctive taillights that echoed the sharp design of the headlights.</sentence>
<sentence>Overall, it presented an image of modern engineering and refined elegance.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the appearance of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile gleamed with a deep, obsidian black paint that seemed to absorb all light.</sentence>
<sentence>Its silhouette was sleek and aerodynamic, hinting at speed and power.</sentence>
<sentence>Aggressively styled LED headlights, like sharp, predatory eyes, pierced through the darkness.</sentence>
<sentence>A prominent, chrome grille dominated the front fascia, adding a touch of classic luxury to its modern design.</sentence>
<sentence>The body lines flowed seamlessly, with subtle curves and sharp creases that created a dynamic visual tension.</sentence>
<sentence>Large, multi-spoke alloy wheels, finished in a brushed silver, emphasized its sporty stance.</sentence>
<sentence>The low-profile tires wrapped around the wheels suggested a connection to the road.</sentence>
<sentence>Tinted windows obscured the interior, adding an air of mystery to its occupants.</sentence>
<sentence>A subtle spoiler at the rear hinted at its performance capabilities.</sentence>
<sentence>The overall impression was one of sophisticated aggression and undeniable presence.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the color of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile shimmered with a deep, obsidian hue.</sentence>
<sentence>It was a polished black, so dark it seemed to absorb the very light around it.</sentence>
<sentence>In direct sunlight, subtle undertones of midnight blue would occasionally glimmer.</sentence>
<sentence>The paint was flawlessly smooth, reflecting the world in a distorted, glossy mirror.</sentence>
<sentence>When viewed from an angle, tiny metallic flecks would catch the light, adding a subtle sparkle.</sentence>
<sentence>This was not a flat black, but a rich, multifaceted shade that spoke of luxury.</sentence>
<sentence>The darkness of the car evoked a sense of mystery and undeniable power.</sentence>
<sentence>Against a bright sky, its color was a profound void, a silhouette of pure elegance.</sentence>
<sentence>Even in shadow, the paint held a deep, lustrous quality, never appearing dull or lifeless.</sentence>
<sentence>It was the kind of black that made other colors seem to fade into insignificance.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the pattern of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile exhibits a symmetrical design with a clear front, middle, and rear.</sentence>
<sentence>Horizontal lines dominate the body, suggesting motion and speed.</sentence>
<sentence>Vertical elements, like the wheels and pillars, provide structural stability and visual anchors.</sentence>
<sentence>The overall form is aerodynamic, tapering towards the rear to reduce drag.</sentence>
<sentence>Repetitive shapes, such as the circular wheels and rectangular windows, create a sense of order.</sentence>
<sentence>There's a distinct contrast between the large, smooth surfaces of the body panels and the more detailed features like grilles and lights.</sentence>
<sentence>The placement of headlights and taillights follows a logical, mirrored pattern on either side.</sentence>
<sentence>The pattern of the doors and their handles is functional, designed for easy access.</sentence>
<sentence>Subtle curves and chamfers soften the edges, adding a dynamic yet refined quality.</sentence>
<sentence>The arrangement of these elements creates a cohesive and purposeful aesthetic, indicative of its engineered purpose.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the shape of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile possesses a sleek and aerodynamic form, designed for efficient movement through the air.</sentence>
<sentence>Its overall silhouette is characterized by a flowing, elongated body that tapers towards the rear.</sentence>
<sentence>The front features a prominent grille, often integrated seamlessly into the bumper, hinting at the engine's power.</sentence>
<sentence>Headlights are sculpted to complement the car's curves, imbuing it with a distinct visual identity.</sentence>
<sentence>A gently sloping roofline gracefully descends towards the trunk, creating a coupe-like profile.</sentence>
<sentence>The doors are typically wide and flush with the body, contributing to the clean aesthetic.</sentence>
<sentence>Wheel arches are pronounced, housing circular or multi-spoke wheels that add to its dynamic stance.</sentence>
<sentence>The rear of the vehicle often culminates in a broad, sculpted bumper and distinctive taillights that echo the front design.</sentence>
<sentence>Sharp creases and subtle character lines run along its flanks, defining its three-dimensional presence.</sentence>
<sentence>From every angle, the automobile presents a harmonious and purposeful shape, a testament to modern automotive design.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the what the bird looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird is a striking creature with a body that appears to be painted in shades of deep emerald green.</sentence>
<sentence>Its wings are a mosaic of vibrant sapphire blue, edged with a fine line of purest white.</sentence>
<sentence>A patch of fiery crimson adorns its throat, creating a dramatic contrast against the green plumage.</sentence>
<sentence>Its head is adorned with a delicate crest of iridescent violet feathers that catch the light.</sentence>
<sentence>Two long, elegant tail feathers, tinged with gold, trail behind it like silken ribbons.</sentence>
<sentence>The bird possesses a slender, elongated beak, the color of polished obsidian.</sentence>
<sentence>Its eyes are like tiny, intelligent beads of liquid amber, full of curiosity.</sentence>
<sentence>The legs and feet are a dusky grey, surprisingly sturdy for its delicate frame.</sentence>
<sentence>When it preens, its plumage seems to shimmer, revealing subtle undertones of turquoise and yellow.</sentence>
<sentence>Overall, the bird presents a breathtaking tapestry of jewel-toned colors, making it a truly magnificent sight.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the appearance of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird possessed a sleek, iridescent plumage that shimmered with hues of emerald and sapphire in the sunlight.</sentence>
<sentence>Its head was crowned with a crest of delicate, elongated feathers, like a miniature, living diadem.</sentence>
<sentence>Two bright, intelligent eyes, the color of polished obsidian, surveyed its surroundings with keen alertness.</sentence>
<sentence>A slender, gracefully curved beak, sharp and pointed, hinted at its diet of insects or nectar.</sentence>
<sentence>Its body was compact and agile, built for swift flight and nimble movements through branches.</sentence>
<sentence>Long, slender legs with sharp, dark talons provided a firm grip on perches.</sentence>
<sentence>The tail feathers fanned out in a broad, elegant display, tipped with subtle, darker markings.</sentence>
<sentence>When it perched, its delicate form seemed almost too fragile to withstand the wind.</sentence>
<sentence>The underbelly was a contrast of softer, muted tones, a pale dove grey that blended with dappled shade.</sentence>
<sentence>Overall, it was a creature of striking beauty, an exquisite jewel flitting through the verdant canopy.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the color of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird's plumage was a breathtaking tapestry of vibrant hues.</sentence>
<sentence>Its back shimmered with an iridescent sheen, shifting from emerald green to sapphire blue with every movement.</sentence>
<sentence>A splash of fiery orange adorned its chest, like a miniature sunset captured on its feathers.</sentence>
<sentence>Delicate streaks of sunshine yellow traced patterns along its wings, hinting at its swift flight.</sentence>
<sentence>The crown of its head was a deep, velvety indigo, providing a stark contrast to its lighter tones.</sentence>
<sentence>Tiny flecks of pure white dotted its throat, giving it a starry appearance.</sentence>
<sentence>Even its tail feathers boasted a subtle gradient, fading from a rich burgundy at the base to a soft rose at the tips.</sentence>
<sentence>The eyes, dark and beady, held a spark of intelligent obsidian.</sentence>
<sentence>When it ruffled its feathers, one could catch glimpses of a softer, muted grey beneath the brilliant surface.</sentence>
<sentence>Overall, the bird was a living jewel, a kaleidoscope of colors that captivated the eye.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the pattern of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird's plumage displayed a striking mosaic of iridescent blues and greens.</sentence>
<sentence>Feather tips on its wings shimmered with a metallic copper hue, catching the light with every subtle movement.</sentence>
<sentence>A distinct band of velvety black encircled its neck, contrasting sharply with the lighter tones of its breast.</sentence>
<sentence>Its tail feathers were long and elegant, fanning out in a delicate cascade of charcoal and silver.</sentence>
<sentence>Upon its head, a crown of bright crimson feathers formed a vibrant crest, adding a regal touch.</sentence>
<sentence>The underside of its body was a soft, downy white, providing a gentle backdrop to the bolder colors above.</sentence>
<sentence>Tiny, almost imperceptible speckles of gold dotted the edges of its wing coverts, adding a subtle complexity.</sentence>
<sentence>Its legs and feet were a deep, slate grey, appearing sturdy and well-suited for perching.</sentence>
<sentence>The pattern seemed to shift and change depending on the angle of observation, a testament to its natural iridescence.</sentence>
<sentence>Overall, the bird presented a breathtaking display of nature's artistry, a harmonious blend of vibrant hues and subtle textures.</sentence>"
