dataset,class_name,prompt,content
CIFAR10,airplane,"Use 10 sentences to describe the what the airplane looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane was a magnificent silver bird, its fuselage gleaming under the bright sun.</sentence>
<sentence>Its long, slender wings stretched outwards, tapering to sharp, aerodynamic tips.</sentence>
<sentence>Two powerful jet engines, sleek and dark, were mounted beneath each wing, promising incredible speed.</sentence>
<sentence>The cockpit windows, a dark, reflective band across the nose, hinted at the complex technology within.</sentence>
<sentence>A tall, vertical stabilizer rose from the rear, adorned with a distinctive airline logo.</sentence>
<sentence>Horizontal stabilizers extended from the tail, providing balance and control.</sentence>
<sentence>The landing gear, sturdy and functional, was retracted neatly into the underbelly, ready for flight.</sentence>
<sentence>Small, precise control surfaces, like ailerons and flaps, were subtly integrated into the wings' edges.</sentence>
<sentence>The overall impression was one of polished metal, powerful engineering, and graceful design.</sentence>
<sentence>It sat on the tarmac, a silent promise of distant journeys and the freedom of the skies.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the appearance of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane was a sleek, silver marvel against the azure backdrop of the sky.</sentence>
<sentence>Its fuselage stretched long and slender, reflecting the sunlight in a dazzling sheen.</sentence>
<sentence>Two powerful engines, mounted beneath its wings, hinted at the immense speed it was capable of.</sentence>
<sentence>The wings themselves were broad and swept back, designed for aerodynamic efficiency.</sentence>
<sentence>At the very rear, a prominent tail section with a vertical stabilizer and horizontal stabilizers completed its balanced profile.</sentence>
<sentence>Tiny windows, spaced evenly along the sides, suggested a cabin filled with passengers.</sentence>
<sentence>Its landing gear was retracted, giving it that characteristic airborne grace.</sentence>
<sentence>The nose cone tapered to a point, hinting at its forward momentum.</sentence>
<sentence>Overall, it projected an image of modern engineering and effortless flight.</sentence>
<sentence>Even from a distance, its polished exterior and robust design spoke of its advanced capabilities.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the color of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane was a brilliant, gleaming white, like fresh snow under a summer sun.</sentence>
<sentence>Its fuselage reflected the sky, a mirror polished to a dazzling sheen.</sentence>
<sentence>Subtle streaks of silver caught the light along its wings, hinting at its metallic nature.</sentence>
<sentence>The paint was smooth and unblemished, suggesting meticulous care and recent maintenance.</sentence>
<sentence>Against the deep blue of the atmosphere, its white hue stood out with striking clarity.</sentence>
<sentence>There were no bold markings or colorful advertisements, just a pure, unadulterated expanse of white.</sentence>
<sentence>Even the undercarriage maintained this pristine white, adding to its overall immaculate appearance.</sentence>
<sentence>The color conveyed a sense of speed and efficiency, a promise of swift passage through the air.</sentence>
<sentence>It was the kind of white that seemed to absorb and radiate light simultaneously.</sentence>
<sentence>Overall, the airplane was a study in understated elegance, its color a testament to its powerful yet graceful presence.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the pattern of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane's pattern is characterized by a strong, repetitive geometric design.</sentence>
<sentence>Bold, contrasting colors are a dominant feature of this pattern.</sentence>
<sentence>Sharp angles and straight lines form the primary shapes within the design.</sentence>
<sentence>There's a sense of forward momentum and directionality conveyed by the arrangement of elements.</sentence>
<sentence>Repetition of specific motifs creates a rhythmic and visually engaging effect.</sentence>
<sentence>The pattern appears to be applied with precision, suggesting a calculated and intentional placement.</sentence>
<sentence>Interlocking or overlapping shapes contribute to the complexity and visual depth of the design.</sentence>
<sentence>A balance between negative space and the patterned elements is evident.</sentence>
<sentence>The overall aesthetic is modern and dynamic, evoking a sense of speed and efficiency.</sentence>
<sentence>The pattern is highly structured, lacking any organic or free-flowing elements.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the shape of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane possesses a sleek, aerodynamic fuselage designed to minimize drag.</sentence>
<sentence>Its long, slender body tapers towards the tail, contributing to its graceful appearance.</sentence>
<sentence>Two expansive wings extend horizontally from the sides of the fuselage, providing lift.</sentence>
<sentence>These wings are typically swept back at an angle, giving them a sharp, futuristic silhouette.</sentence>
<sentence>Attached to the trailing edge of each wing are smaller control surfaces like ailerons and flaps.</sentence>
<sentence>A tail assembly, comprised of a horizontal stabilizer and a vertical stabilizer, sits at the rear.</sentence>
<sentence>The horizontal stabilizer, often resembling smaller wings, helps with pitch control.</sentence>
<sentence>The vertical stabilizer, a fin-like structure, is crucial for directional stability.</sentence>
<sentence>Beneath the fuselage, a retractable landing gear allows for smooth takeoffs and landings.</sentence>
<sentence>Overall, the airplane's shape is a testament to engineering principles focused on speed, efficiency, and controlled flight.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the what the automobile looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile gleamed under the midday sun, its polished chassis a deep, lustrous crimson.</sentence>
<sentence>Its sleek, aerodynamic lines suggested both speed and elegance, flowing seamlessly from front to back.</sentence>
<sentence>The headlights, like piercing eyes, were set into the sculpted front fascia, hinting at its powerful gaze.</sentence>
<sentence>A chrome grille, artfully designed, commanded attention at the very front, an emblem of its sophisticated engineering.</sentence>
<sentence>The wheels were large, alloy rims, their intricate spokes catching the light with every subtle shift.</sentence>
<sentence>Tinted windows offered a glimpse of the luxurious interior, hinting at comfort and privacy.</sentence>
<sentence>The body panels fit together with precision, creating a smooth, uninterrupted surface.</sentence>
<sentence>A subtle spoiler at the rear added a dynamic touch, completing its sporty silhouette.</sentence>
<sentence>The exhaust pipes, discreetly integrated into the bumper, promised a powerful rumble.</sentence>
<sentence>Overall, it presented a picture of modern automotive design, a blend of form and function.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the appearance of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile gleamed under the midday sun, its deep, obsidian black paint absorbing and reflecting the light.</sentence>
<sentence>Its silhouette was low and aggressive, hinting at suppressed power and a desire for the open road.</sentence>
<sentence>Sharp, angular lines characterized its design, giving it a distinctly modern and almost predatory aesthetic.</sentence>
<sentence>Large, intricate alloy wheels, finished in a brushed gunmetal, hugged the curves of the fenders.</sentence>
<sentence>The front fascia was dominated by a wide, mesh grille that appeared to inhale air with a voracious appetite.</sentence>
<sentence>Slim, predatory LED headlights stretched back into the fenders, giving the car a perpetually focused gaze.</sentence>
<sentence>A subtle spoiler was integrated into the rear deck, promising downforce at higher velocities.</sentence>
<sentence>The dual exhaust pipes, polished to a mirror finish, were symmetrically placed, hinting at a potent engine.</sentence>
<sentence>The doors featured flush-fitting handles, contributing to the car's aerodynamic and uncluttered profile.</sentence>
<sentence>Even at a standstill, the automobile exuded an aura of speed and sophisticated performance.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the color of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile gleamed under the afternoon sun, its paint a deep, resonant hue.</sentence>
<sentence>It wasn't just red, but a rich, velvety crimson, like a perfectly ripe cherry.</sentence>
<sentence>In the shadows, the color deepened to an almost mahogany, hinting at hidden complexities.</sentence>
<sentence>As light played across its curves, subtle undertones of purple seemed to emerge.</sentence>
<sentence>This wasn't a loud, flashy shade, but one of sophisticated power.</sentence>
<sentence>The finish was immaculate, reflecting the sky and surrounding trees like a polished jewel.</sentence>
<sentence>It possessed a certain warmth, a comforting glow that drew the eye.</sentence>
<sentence>The color evoked a sense of speed and luxury, a classic automotive statement.</sentence>
<sentence>There were no metallic flecks, just pure, unadulterated color that spoke volumes.</sentence>
<sentence>It was a shade that spoke of confidence and timeless style.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the pattern of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile's exterior features a sleek, aerodynamic silhouette designed to cut through the air with minimal resistance.</sentence>
<sentence>A prominent grille, often chrome-plated or blacked out, dominates the front fascia, hinting at the powerful engine beneath.</sentence>
<sentence>Headlights, typically sharp and angular, flank the grille, employing advanced LED technology for superior illumination.</sentence>
<sentence>The body panels are smooth and continuous, with subtle character lines that add visual depth and athleticism.</sentence>
<sentence>Wheels often feature intricate alloy designs, ranging from sporty multi-spokes to elegant turbine styles.</sentence>
<sentence>The roofline slopes gracefully towards the rear, contributing to the car's dynamic profile.</sentence>
<sentence>Taillights, mirroring the front's design, are often integrated seamlessly into the rear bodywork and utilize LED illumination.</sentence>
<sentence>Door handles are flush with the body or pop out, maintaining the smooth, unbroken lines.</sentence>
<sentence>A subtle spoiler or diffuser at the rear can enhance both aesthetics and aerodynamic performance.</sentence>
<sentence>Overall, the pattern emphasizes a blend of aggressive styling and refined elegance, conveying speed and sophistication.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the shape of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile possesses a sleek and aerodynamic silhouette, designed to cut through the air efficiently.</sentence>
<sentence>Its bodywork flows in elegant curves, transitioning smoothly from the front grille to the rear spoiler.</sentence>
<sentence>A prominent hood slopes gently towards the sharp, aggressive lines of the front fascia.</sentence>
<sentence>The roofline arches gracefully before descending into a tapering rear end, hinting at speed and dynamism.</sentence>
<sentence>Large, sculpted wheel arches house the vehicle's tires, contributing to its muscular stance.</sentence>
<sentence>The side profile is characterized by a rising beltline and sculpted character lines that add depth and visual interest.</sentence>
<sentence>Its glasshouse, encompassing the windshield and side windows, offers a panoramic view while maintaining a low-profile appearance.</sentence>
<sentence>The rear of the car features integrated taillights that wrap around the corners, accentuating its width.</sentence>
<sentence>A subtle diffuser at the lower rear bumper suggests performance and aerodynamic refinement.</sentence>
<sentence>Overall, the shape conveys a sense of modern sophistication and powerful motion.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the what the bird looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird is a vibrant emerald green, shimmering with an iridescent sheen.</sentence>
<sentence>Its body is plump and rounded, suggesting a rather robust build.</sentence>
<sentence>A striking contrast is provided by its bright crimson breast, a bold splash of color.</sentence>
<sentence>Its wings are broad and slightly rounded, tipped with a darker, almost black hue.</sentence>
<sentence>The tail feathers are long and elegantly forked, fanning out slightly when the bird is at rest.</sentence>
<sentence>A slender, pointed black beak protrudes from its face, perfect for probing.</sentence>
<sentence>Two small, beady black eyes are set on either side of its head, giving it an alert appearance.</sentence>
<sentence>Its legs and feet are a dusky gray, with delicate claws visible.</sentence>
<sentence>The overall impression is one of a jewel-like creature, both beautiful and lively.</sentence>
<sentence>A crest of feathers, similar in color to its body, can be raised or lowered depending on its mood.</sentence>"
