dataset,class_name,prompt,content
CIFAR10,airplane,"Use 10 sentences to describe the what the airplane looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane was a sleek, silver dart, its fuselage gleaming under the bright sun.</sentence>
<sentence>Its wings stretched out broad and strong, tapering to sharp points at the tips.</sentence>
<sentence>Beneath the wings, two powerful engines protruded, their nacelles smooth and aerodynamic.</sentence>
<sentence>A tall, vertical stabilizer rose from the tail, adorned with a distinctive airline logo.</sentence>
<sentence>The cockpit windows were dark and mirrored, reflecting the vast expanse of the sky.</sentence>
<sentence>Small, winglets angled upwards at the edge of each wing, hinting at advanced design.</sentence>
<sentence>The landing gear, currently retracted, would be sturdy struts supporting the formidable machine.</sentence>
<sentence>Numerous small windows dotted the length of the fuselage, hinting at the passengers within.</sentence>
<sentence>The overall impression was one of speed, power, and sophisticated engineering.</sentence>
<sentence>From nose to tail, the airplane exuded an aura of readiness for flight.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the appearance of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane was a sleek, modern marvel, predominantly painted in a crisp, brilliant white.</sentence>
<sentence>Its long, slender fuselage promised speed and efficiency, tapering gracefully towards the tail.</sentence>
<sentence>Two powerful jet engines, painted a dark metallic gray, were mounted beneath the sweeping wings.</sentence>
<sentence>The wings themselves were a sophisticated delta design, sharp and angled, hinting at advanced aerodynamics.</sentence>
<sentence>Large, panoramic windows lined the sides of the cabin, offering glimpses of the plush interior.</sentence>
<sentence>The tail section featured a prominent vertical stabilizer, painted with a distinctive airline logo in shades of blue and silver.</sentence>
<sentence>Its landing gear, retracted seamlessly into the underbelly during flight, was robust and designed for stability.</sentence>
<sentence>Subtle navigation lights, red on the left wingtip and green on the right, added a touch of color against the white exterior.</sentence>
<sentence>The entire aircraft exuded an aura of quiet power and meticulous engineering.</sentence>
<sentence>Even at rest on the tarmac, its polished surfaces gleamed under the sunlight, a testament to its well-maintained condition.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the color of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane was a vibrant, eye-catching shade of sapphire blue.</sentence>
<sentence>This deep cerulean hue shimmered under the bright sunlight, almost appearing to glow.</sentence>
<sentence>It was not a dull or muted blue, but one full of life and energy.</sentence>
<sentence>The blue paint was flawlessly applied, reflecting the sky in its smooth surface.</sentence>
<sentence>Occasionally, as the light shifted, subtle undertones of violet seemed to emerge.</sentence>
<sentence>It reminded one of a clear, cloudless summer day, expansive and serene.</sentence>
<sentence>The intensity of the blue hinted at speed and powerful flight.</sentence>
<sentence>Against the muted tones of the tarmac, the airplane’s blue stood out dramatically.</sentence>
<sentence>It was a color that spoke of adventure and the vastness of the world above.</sentence>
<sentence>The brilliant blue of the aircraft was truly a sight to behold.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the pattern of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane boasts a sleek, silver fuselage that gleams under the sunlight.</sentence>
<sentence>Two prominent, swept-back wings extend outwards from the main body, hinting at aerodynamic efficiency.</sentence>
<sentence>At the rear, a large vertical stabilizer, often called the tail fin, stands proudly, contributing to directional stability.</sentence>
<sentence>Horizontal stabilizers are positioned on either side of the tail fin, providing pitch control.</sentence>
<sentence>The wings are adorned with a series of smaller control surfaces, such as ailerons and flaps, designed for maneuvering.</sentence>
<sentence>Beneath the wings, powerful engines are mounted, typically in pods or integrated into the wing structure.</sentence>
<sentence>The nose of the aircraft is tapered and smooth, designed to cut through the air with minimal resistance.</sentence>
<sentence>A clear cockpit canopy sits atop the front, offering pilots an unobstructed view of their surroundings.</sentence>
<sentence>The landing gear, usually retracting into the fuselage or wings during flight, consists of robust wheels and struts.</sentence>
<sentence>Overall, the airplane's pattern is one of aerodynamic sophistication, a harmonious blend of form and function built for flight.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the shape of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane boasts a sleek, aerodynamic fuselage, tapering towards the tail.</sentence>
<sentence>Its wings are broad and triangular, extending outwards with graceful curves.</sentence>
<sentence>Two powerful engines are neatly mounted beneath the wings, providing thrust.</sentence>
<sentence>A vertical stabilizer stands tall at the rear, helping with directional stability.</sentence>
<sentence>Horizontal stabilizers are positioned on either side of the tail cone, aiding in pitch control.</sentence>
<sentence>The cockpit canopy is a prominent, rounded dome, offering panoramic views to the pilots.</sentence>
<sentence>Landing gear, retracted during flight, forms sturdy supports underneath.</sentence>
<sentence>A slender nose cone cuts through the air with minimal resistance.</sentence>
<sentence>Antennae and various sensors dot the exterior, hinting at its sophisticated technology.</sentence>
<sentence>Overall, the airplane presents a smooth, streamlined silhouette designed for efficient movement through the atmosphere.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the what the automobile looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile boasts a sleek, aerodynamic silhouette that hints at its performance capabilities.</sentence>
<sentence>Its exterior is finished in a deep, lustrous obsidian black, reflecting light with a mirror-like sheen.</sentence>
<sentence>The front fascia is dominated by a bold, sculpted grille with integrated LED daytime running lights.</sentence>
<sentence>Sharp, angular headlights, crafted from polished chrome and dark-tinted glass, frame the grille.</sentence>
<sentence>Along the sides, character lines flow dynamically from the front fenders to the rear haunches, adding visual depth.</sentence>
<sentence>The wheels are large, multi-spoke alloys with a polished silver finish that complement the dark paintwork.</sentence>
<sentence>Tinted windows offer a sense of privacy while obscuring the interior details.</sentence>
<sentence>A subtle spoiler is integrated into the trunk lid at the rear, enhancing its sporty appearance.</sentece>
<sentence>The taillights are a striking, wraparound design, utilizing advanced LED technology.</sentence>
<sentence>Overall, the vehicle projects an image of sophisticated power and modern design.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the appearance of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile gleamed under the showroom lights, its paint a deep, lustrous obsidian.</sentence>
<sentence>Its silhouette was sleek and aerodynamic, hinting at both speed and elegance.</sentence>
<sentence>Chrome accents adorned the grille, window trim, and a subtle strip along the lower body, catching and reflecting light.</sentence>
<sentence>The wheels were large, multi-spoke alloys, polished to a mirror finish.</sentence>
<sentence>Headlights, designed with sharp, angular lines, integrated seamlessly into the front fascia.</sentence>
<sentence>A panoramic sunroof stretched across the roof, offering a glimpse of the interior potential.</sentence>
<sentence>The body panels fit together with exceptional precision, leaving no visible gaps or inconsistencies.</sentence>
<sentence>Taillights featured a distinctive LED signature, a modern touch that promised visibility and style.</sentence>
<sentence>Its stance was low and assertive, appearing grounded and ready to perform.</sentence>
<sentence>Even the door handles were sculpted to be flush with the body, contributing to its smooth, unbroken lines.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the color of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile gleamed with a rich, deep sapphire hue.</sentence>
<sentence>It wasn't a bright, flashy blue, but a more sophisticated, almost inky shade.</sentence>
<sentence>Under direct sunlight, subtle hints of violet seemed to shimmer beneath the surface.</sentence>
<sentence>In the shade, the color took on a profound, almost velvety darkness.</sentence>
<sentence>Tiny metallic flakes were embedded within the paint, catching the light like scattered stardust.</sentence>
<sentence>This gave the automobile a dynamic quality, appearing to shift in intensity with every change in illumination.</sentence>
<sentence>The color evoked a sense of luxury and understated elegance.</sentence>
<sentence>It was a shade that demanded attention without being ostentatious.</sentence>
<sentence>The deepness of the blue suggested depth and a certain mystery.</sentence>
<sentence>Overall, it was a captivating and refined color for a remarkable vehicle.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the pattern of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile's pattern is a complex interplay of lines, curves, and surfaces.</sentence>
<sentence>Aerodynamics significantly dictate the smooth, sloping contours of the body.</sentence>
<sentence>Geometric shapes, often sharp and angular, define the edges of panels and lighting elements.</sentence>
<sentence>Repetitive elements like grille patterns and wheel designs create visual rhythm.</sentence>
<sentence>The curvature of the glass surfaces, especially the windshield and windows, contributes to the overall flow.</sentence>
<sentence>Contrast is often employed through the juxtaposition of matte and gloss finishes or different material textures.</sentence>
<sentence>The human form and its perceived motion can subtly influence the sculpted lines of the chassis.</sentence>
<sentence>Functional components, such as air intakes and exhaust outlets, are integrated as deliberate, patterned insertions.</sentence>
<sentence>The headlights and taillights often possess unique, recognizable patterns that serve as brand identifiers.</sentence>
<sentence>Ultimately, the automobile's pattern is a deliberate design language aimed at evoking speed, luxury, and technological advancement.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the shape of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile presents a sleek, aerodynamic profile designed to cut through the air with minimal resistance.</sentence>
<sentence>Its bodywork flows in continuous, elegant lines from the front fascia to the rear bumper.</sentence>
<sentence>The roofline gently slopes downwards, creating a dynamic silhouette.</sentence>
<sentence>Prominent wheel arches encase the tires, hinting at the vehicle's sturdy foundation.</sentence>
<sentence>The front end is characterized by sharp creases and a distinctive grille, giving it an aggressive yet refined appearance.</sentence>
<sentence>Headlights are often integrated seamlessly into the body, contributing to the overall smooth and modern look.</sentence>
<sentence>The side view reveals a balanced proportion between the cabin and the lower body.</sentence>
<sentence>A subtle character line runs along the length of the car, adding depth and visual interest.</sentence>
<sentence>The rear of the vehicle typically features sculpted taillights that mirror the design language of the front.</sentence>
<sentence>Overall, the shape conveys a sense of speed, stability, and sophisticated engineering.</sentence>"
