dataset,class_name,prompt,content
CIFAR10,airplane,"Use 10 sentences to describe the what the airplane looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane gleamed under the midday sun, its sleek fuselage a polished silver.</sentence>
<sentence>Two massive jet engines, like metallic pods, hung beneath its broad wingspan.</sentence>
<sentence>The wings themselves stretched out, long and tapered, with sharp leading edges and slightly swept-back trailing edges.</sentence>
<sentence>At the rear, a prominent vertical stabilizer, the tail fin, stood proudly, painted with bold, contrasting colors.</sentence>
<sentence>Flanking the vertical stabilizer were two smaller horizontal stabilizers, ensuring stability in flight.</sentence>
<sentence>Numerous small, rectangular windows dotted the sides of the fuselage, hinting at the passenger cabin within.</sentence>
<sentence>The nose cone was a rounded, aerodynamic point, designed for optimal airflow.</sentence>
<sentence>Beneath the fuselage, retractable landing gear, currently tucked away, would deploy for takeoff and landing.</sentence>
<sentence>The overall impression was one of immense power and sophisticated engineering.</sentence>
<sentence>Its form was a testament to the pursuit of speed and efficient travel through the skies.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the appearance of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane was a sleek, silver bird, its polished fuselage reflecting the bright airport lights.</sentence>
<sentence>Its long, swept-back wings tapered to sharp points, hinting at its speed and aerodynamic design.</sentence>
<sentence>Beneath the wings, two powerful jet engines were mounted, their nacelles a darker, matte grey.</sentence>
<sentence>The cockpit windows, a series of dark, tinted panes, gave the impression of an unblinking, observant eye.</sentence>
<sentence>A tall, slender tail fin stood proudly at the rear, its upward angle adding to the aircraft's aggressive stance.</sentence>
<sentence>The landing gear, retracted seamlessly into the fuselage, spoke of its readiness for flight.</sentence>
<sentence>Emblazoned on the side was a stylized logo, a burst of color against the metallic sheen.</sentence>
<sentence>The doors and various access panels were precisely aligned, showcasing meticulous engineering.</sentence>
<sentence>Even at rest, there was a sense of latent power and contained energy about the machine.</sentence>
<sentence>Its overall form was one of elegant efficiency, built for traversing vast distances through the sky.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the color of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane shimmered under the bright sun, a brilliant, eye-catching white.</sentence>
<sentence>Its fuselage boasted a pristine, almost pearlescent sheen.</sentence>
<sentence>The wings, broad and long, were painted in the same immaculate white, reflecting the sky above.</sentence>
<sentence>A subtle, almost invisible grey was used for the subtle panel lines, adding a touch of realism without detracting from the overall brightness.</sentence>
<sentence>The wingtips were accented with a crisp, clean band of silver.</sentence>
<sentence>The engines, housed in their nacelles, were a muted, industrial grey, practical and unobtrusive.</path>
<sentence>On the tail, a stylized logo in vibrant red and blue offered a striking contrast to the dominant white.</sentence>
<sentence>The windows appeared as neat, dark rectangles, a deep, almost black hue against the bright exterior.</sentence>
<sentence>Overall, the color scheme was one of classic elegance and functional appeal.</sentence>
<sentence>It was a clean, confident white that spoke of speed and efficiency.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the pattern of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane's pattern is a symphony of controlled movement against the vast canvas of the sky.</sentence>
<sentence>It begins with a powerful ascent, a graceful clawing upwards from the earth.</sentence>
<sentence>Once at cruising altitude, a steady, unwavering line emerges, a testament to its determined path.</sentence>
<sentence>This horizontal trajectory is maintained with remarkable precision, slicing through the atmosphere.</sentence>
<sentence>Occasional subtle adjustments in pitch and yaw indicate the pilot's constant management of its course.</sentence>
<sentence>The pattern can evolve into sweeping arcs as it navigates geographical features or adheres to air traffic control instructions.</sentence>
<sentence>During descent, the pattern transforms into a gradual, controlled decrease in altitude, foreshadowing its return to land.</sentence>
<sentence>Approaching the runway, a specific, tighter pattern of turns and straight segments becomes apparent, a carefully choreographed dance of arrival.</sentence>
<sentence>The final approach is a straight, unwavering line towards the tarmac, a culmination of the entire journey's pattern.</sentence>
<sentence>In essence, the airplane's pattern is a dynamic blend of unwavering straight lines, fluid curves, and precise maneuvers dictated by physics and purpose.</sentence>"
CIFAR10,airplane,"Use 10 sentences to describe the the shape of the airplane:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The airplane possesses a long, slender fuselage that tapers towards the tail.</sentence>
<sentence>From this central body extend two large, swept-back wings that provide lift.</sentence>
<sentence>Each wing features a distinct airfoil shape, thicker at the front edge and thinner at the trailing edge.</sentence>
<sentence>At the rear of the aircraft, a vertical stabilizer, or tail fin, stands upright.</sentence>
<sentence>Horizontally positioned near the tail are two smaller horizontal stabilizers.</sentence>
<sentence>Beneath the wings, engines are typically mounted, often appearing as cylindrical pods.</sentence>
<sentence>The nose of the airplane is usually pointed, designed for aerodynamic efficiency.</sentence>
<sentence>The cockpit, located at the front of the fuselage, is distinguished by its large windows.</center>
<sentence>The overall configuration is a classic delta or swept-wing design, optimized for speed and altitude.</sentence>
<sentence>The smooth, flowing lines of its form are indicative of aerodynamic principles in action.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the what the automobile looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile presents a sleek, aerodynamic silhouette, designed for optimal airflow and speed.</sentence>
<sentence>Its body is painted in a deep, glossy obsidian black, reflecting light with a mirror-like finish.</sentence>
<sentence>The front fascia is dominated by a bold, angular grille, flanked by sharp, predatory-looking LED headlights.</sentence>
<sentence>Chrome accents tastefully outline the windows and highlight the sculpted lines of the doors.</sentence>
<sentence>Large, multi-spoke alloy wheels, finished in a brushed silver, fill the wheel wells, hinting at powerful performance.</sentence>
<sentence>The roofline gracefully slopes towards the rear, culminating in an integrated spoiler that adds a sporty flair.</sentece>
<sentence>Tinted windows offer a degree of privacy while contributing to the vehicle's mysterious allure.</sentence>
<sentence>The rear of the car features distinctive, wraparound taillights that echo the design of the headlights.</sentence>
<sentence>Dual exhaust pipes, polished to a mirror shine, peek out from beneath the rear bumper, suggesting a potent engine.</sentence>
<sentence>The overall impression is one of sophisticated power and modern, aggressive styling.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the appearance of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile boasted a sleek, aerodynamic silhouette that hinted at its impressive speed.</sentence>
<sentence>Its paint shimmered with a deep, obsidian black, reflecting light like polished jet.</sentence>
<sentence>Chrome accents, meticulously applied, gleamed around the grille, window frames, and along the lower body panels.</sentence>
<sentence>The headlights were sharp, predatory slits, housing advanced LED technology that gave them an almost piercing gaze.</sentence>
<sentence>A wide, aggressive grille dominated the front fascia, suggesting a powerful engine lurking beneath.</sentence>
<sentence>The wheels were large, multi-spoke alloys, finished in a dark gunmetal grey that contrasted elegantly with the black paint.</sentence>
<sentence>Its low profile hugged the ground, reinforcing its sporty and dynamic character.</sentence>
<sentence>The doors featured a smooth, handle-less design, likely employing hidden electronic releases for a cleaner aesthetic.</sentence>
<sentence>Subtle character lines flowed from the front fenders to the rear, adding depth and visual interest to the bodywork.</sentence>
<sentence>The overall impression was one of sophisticated power and refined athleticism, a striking machine designed to turn heads.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the color of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile shimmered with a deep, lustrous obsidian black.</sentence>
<sentence>It possessed a mirror-like finish that reflected the surrounding world with startling clarity.</sentence>
<sentence>Under bright sunlight, subtle undertones of a midnight violet seemed to emerge from its depths.</sentence>
<sentence>In shadow, it transformed into an inky abyss, absorbing light and exuding an air of mystery.</sentence>
<sentence>The paint was so smooth it appeared as if liquid darkness had been poured and solidified.</sentence>
<sentence>There were no visible imperfections, only a flawless expanse of polished ebony.</sentence>
<sentence>When the car was in motion, the black seemed to ripple and flow, giving it an almost aerodynamic aura.</sentence>
<sentence>Against a stark white background, its blackness was even more pronounced, a stark and elegant contrast.</sentence>
<sentence>Dust motes, usually so obvious on lighter vehicles, were almost invisible against its rich, dark hue.</sentence>
<sentence>This automobile's color was not merely black; it was a statement of sophisticated, powerful presence.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the pattern of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile's design often follows a symmetrical pattern from front to back.</sentence>
<sentence>Aerodynamic curves are a recurring element, smoothed to reduce drag and enhance efficiency.</sentence>
<sentence>Headlights and taillights frequently mirror each other in shape or placement, creating a balanced visual.</sentence>
<sentence>Wheels and their arches present a consistent circular or semi-circular motif.</subect>
<sentence>The grilles at the front can exhibit repeating patterns of horizontal bars or honeycomb designs.</sentence>
<sentence>Panel gaps, while functional, also contribute to a segmented, linear pattern across the body.</sentence>
<sentence>Interior elements like dashboard vents and buttons often align in orderly rows or clusters.</sentence>
<sentence>Decorative trim, whether chrome or body-colored, frequently follows the contour of the vehicle in repeating lines.</sentence>
<sentence>The overall silhouette of most cars exhibits a distinct, recognizable pattern of hood, cabin, and trunk.</sentence>
<sentence>Even the stitching on seats or the texture of materials can introduce subtle, repeating visual patterns.</sentence>"
CIFAR10,automobile,"Use 10 sentences to describe the the shape of the automobile:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The automobile possesses a sleek and aerodynamic silhouette, designed to slice through the air efficiently.</sentence>
<sentence>Its body is characterized by flowing lines that seamlessly connect the front, sides, and rear, creating a sense of motion even at rest.</sentence>
<sentence>The roofline gently slopes downwards towards the rear, contributing to its sporty and dynamic profile.</sentence>
<sentence>Prominent wheel arches house the tires, accentuating its grounded and powerful stance.</sentence>
<sentence>Large glass surfaces, including the windshield and windows, offer a commanding view and contribute to its airy interior.</sentence>
<sentence>The front fascia is sculpted to be aggressive yet elegant, often featuring distinctive headlights and a grille that defines its character.</sentence>
<sentence>At the rear, a sculpted bumper and taillights echo the design motifs established at the front, providing a cohesive aesthetic.</sentence>
<sentence>Its overall form suggests a balance of luxury and performance, hinting at both comfort and speed.</sentence>
<sentence>The lower body panels are often integrated smoothly, avoiding harsh angles and contributing to the car's fluid appearance.</sentence>
<sentence>From every angle, the automobile presents a well-proportioned and visually appealing shape that commands attention.</sentence>"
